Image_No,age,gender,race,center_dist,space
144,20-29,female,latino hispanic,248.0846629681085,47.717857360839844
144,"{'0-2': 3.098984535654381e-06, '3-9': 0.0016799311197246425, '10-19': 3.571099415421486, '20-29': 85.72255373001099, '30-39': 10.645045340061188, '40-49': 0.05950002232566476, '50-59': 0.00012574563470479916, '60-69': 1.4398043646224323e-06, '70+': 9.352497248871217e-09}","{'male': 0.0015030237591417972, 'female': 99.99849796295166}","{'white': 20.94109356403351, 'black': 0.230170669965446, 'latino hispanic': 75.26647448539734, 'asian': 1.7974872142076492, 'indian': 0.2856241771951318, 'middle eastern': 1.4791589230298996}",,
145,20-29,male,indian,172.29045243425418,60.791015625
145,"{'0-2': 3.2402237337691986e-06, '3-9': 7.253799481077294e-05, '10-19': 0.4251366015523672, '20-29': 74.23352599143982, '30-39': 24.850431084632874, '40-49': 0.48852101899683475, '50-59': 0.002268831303808838, '60-69': 4.1059587374547846e-05, '70+': 1.09390470015569e-06}","{'male': 99.99984502792358, 'female': 0.00015921020803943975}","{'white': 0.2094691852107644, 'black': 24.66243952512741, 'latino hispanic': 23.652295768260956, 'asian': 0.5993370432406664, 'indian': 49.854981899261475, 'middle eastern': 1.0214691050350666}",,
146,20-29,female,latino hispanic,222.38030488332367,36.36207580566406
146,"{'0-2': 4.925717433934551e-06, '3-9': 0.015170997357927263, '10-19': 13.022388517856598, '20-29': 84.66519713401794, '30-39': 2.289334125816822, '40-49': 0.007875948358559981, '50-59': 2.1723256793393375e-05, '60-69': 5.117402057663867e-07, '70+': 1.0700037383903904e-08}","{'male': 0.25506021920591593, 'female': 99.74493980407715}","{'white': 36.88386380672455, 'black': 0.34715193323791027, 'latino hispanic': 45.87668180465698, 'asian': 0.10496776085346937, 'indian': 2.1599940955638885, 'middle eastern': 14.627338945865631}",,
147,30-39,male,latino hispanic,89.28605714219886,66.87870025634766
147,"{'0-2': 0.0008185728802345693, '3-9': 0.006564264913322404, '10-19': 0.13982340460643172, '20-29': 12.729941308498383, '30-39': 71.26300930976868, '40-49': 15.56854248046875, '50-59': 0.2879301318898797, '60-69': 0.0033292832085862756, '70+': 5.1315123528183904e-05}","{'male': 99.997478723526, 'female': 0.00251766323344782}","{'white': 10.687096416950226, 'black': 0.41897925548255444, 'latino hispanic': 36.35474443435669, 'asian': 0.07865914958529174, 'indian': 19.960305094718933, 'middle eastern': 32.500213384628296}",,
148,30-39,male,black,207.624661348309,37.065696716308594
148,"{'0-2': 0.0010275210115651134, '3-9': 0.028719514375552535, '10-19': 1.8555231392383575, '20-29': 25.39730966091156, '30-39': 47.785234451293945, '40-49': 22.916096448898315, '50-59': 1.9823754206299782, '60-69': 0.03332473570480943, '70+': 0.0003946051492675906}","{'male': 99.99955296516418, 'female': 0.00045260958358994685}","{'white': 0.2507787896320224, 'black': 68.98394227027893, 'latino hispanic': 10.84730550646782, 'asian': 0.10595681378617883, 'indian': 19.528421759605408, 'middle eastern': 0.28359564021229744}",,
149,20-29,female,indian,194.20092687729377,32.836151123046875
149,"{'0-2': 1.419943096436782e-06, '3-9': 0.035286095226183534, '10-19': 19.52579766511917, '20-29': 78.75919938087463, '30-39': 1.6774043440818787, '40-49': 0.0023082338884705678, '50-59': 2.768918605511317e-06, '60-69': 4.429696887076062e-08, '70+': 7.555481414123211e-10}","{'male': 0.004979868026566692, 'female': 99.99502301216125}","{'white': 1.3734697364270687, 'black': 1.7851904034614563, 'latino hispanic': 31.068482995033264, 'asian': 9.362644702196121, 'indian': 54.81464862823486, 'middle eastern': 1.5955669805407524}",,
150,60-69,male,middle eastern,151.0529708413575,52.5813102722168
150,"{'0-2': 0.01404096110491082, '3-9': 0.008797408372629434, '10-19': 0.07294180686585605, '20-29': 0.049433368258178234, '30-39': 0.15945349587127566, '40-49': 1.9402733072638512, '50-59': 46.77591025829315, '60-69': 48.20825755596161, '70+': 2.7708934620022774}","{'male': 99.95675086975098, 'female': 0.043246481800451875}","{'white': 6.344153732061386, 'black': 0.09263649117201567, 'latino hispanic': 22.993871569633484, 'asian': 0.09094778797589242, 'indian': 13.940221071243286, 'middle eastern': 56.53817057609558}",,
151,20-29,female,latino hispanic,286.9651546791004,29.50429916381836
151,"{'0-2': 9.137697531969025e-06, '3-9': 0.0008922861525206827, '10-19': 0.9515396319329739, '20-29': 72.97440767288208, '30-39': 25.33670663833618, '40-49': 0.7319484371691942, '50-59': 0.004432435889611952, '60-69': 5.9294637821949436e-05, '70+': 5.422967852553029e-07}","{'male': 0.019241053087171167, 'female': 99.9807596206665}","{'white': 26.8197238445282, 'black': 0.03485962806735188, 'latino hispanic': 53.50440740585327, 'asian': 0.4240898881107569, 'indian': 3.279033675789833, 'middle eastern': 15.937896072864532}",,
152,30-39,female,latino hispanic,205.82759776084447,51.70745849609375
152,"{'0-2': 5.126820212808525e-06, '3-9': 3.281404588051373e-05, '10-19': 0.0147159633343108, '20-29': 4.426337406039238, '30-39': 66.31525754928589, '40-49': 27.95567214488983, '50-59': 1.2762270867824554, '60-69': 0.011723806528607383, '70+': 2.607229419027135e-05}","{'male': 0.020001882512588054, 'female': 99.97999668121338}","{'white': 36.39053404331207, 'black': 0.22233235649764538, 'latino hispanic': 59.6066951751709, 'asian': 0.008562412403989583, 'indian': 2.6917509734630585, 'middle eastern': 1.0801242664456367}",,
153,30-39,male,white,254.27544120500508,44.00949478149414
153,"{'0-2': 0.0010389283488621004, '3-9': 0.004498808630160056, '10-19': 0.4557833541184664, '20-29': 12.30681985616684, '30-39': 38.02586793899536, '40-49': 32.827505469322205, '50-59': 12.450747936964035, '60-69': 3.321555256843567, '70+': 0.6061836145818233}","{'male': 99.30863976478577, 'female': 0.6913562305271626}","{'white': 85.00997424125671, 'black': 0.04021785571239889, 'latino hispanic': 0.7124874740839005, 'asian': 0.004872318459092639, 'indian': 0.25870734825730324, 'middle eastern': 13.973738253116608}",,
154,20-29,female,white,188.09572031282372,55.481719970703125
154,"{'0-2': 0.0023976377633516677, '3-9': 0.11767642572522163, '10-19': 3.3605504781007767, '20-29': 48.47330451011658, '30-39': 37.03216910362244, '40-49': 9.754807502031326, '50-59': 0.9362427517771721, '60-69': 0.26567482855170965, '70+': 0.05717294989153743}","{'male': 42.27167367935181, 'female': 57.72832632064819}","{'white': 63.204896450042725, 'black': 0.9800165891647339, 'latino hispanic': 21.782340109348297, 'asian': 5.225036293268204, 'indian': 0.497195590287447, 'middle eastern': 8.310507237911224}",,
155,20-29,female,latino hispanic,226.43321311150444,53.464508056640625
155,"{'0-2': 3.585838328490354e-05, '3-9': 0.02750889107119292, '10-19': 13.564582169055939, '20-29': 77.49674916267395, '30-39': 8.773540705442429, '40-49': 0.13611920876428485, '50-59': 0.0014147306501399726, '60-69': 4.3934616655860737e-05, '70+': 2.1472169819958253e-06}","{'male': 32.71922469139099, 'female': 67.28078126907349}","{'white': 28.24036180973053, 'black': 2.5149211287498474, 'latino hispanic': 40.140727162361145, 'asian': 0.02697439049370587, 'indian': 7.064419984817505, 'middle eastern': 22.01259583234787}",,
156,20-29,female,indian,263.97348351681086,43.82610321044922
156,"{'0-2': 0.0003673086894195876, '3-9': 0.35142942797392607, '10-19': 42.11588799953461, '20-29': 55.606043338775635, '30-39': 1.88179612159729, '40-49': 0.044138930388726294, '50-59': 0.00030386702292162227, '60-69': 2.9692745329157333e-05, '70+': 1.4299908812631656e-06}","{'male': 4.7409892082214355, 'female': 95.25901079177856}","{'white': 0.3045545192435384, 'black': 8.057701587677002, 'latino hispanic': 22.26112186908722, 'asian': 0.7629538420587778, 'indian': 67.93442964553833, 'middle eastern': 0.6792406551539898}",,
157,20-29,female,black,129.34063553268942,69.36960220336914
157,"{'0-2': 2.9357950737107785e-06, '3-9': 0.003471797754173167, '10-19': 4.467105120420456, '20-29': 84.2146635055542, '30-39': 11.204039305448532, '40-49': 0.11016512289643288, '50-59': 0.0005538577624975005, '60-69': 3.562235662002422e-06, '70+': 3.718264030005969e-08}","{'male': 0.00625896718702279, 'female': 99.99374151229858}","{'white': 0.03363685100339353, 'black': 77.18925476074219, 'latino hispanic': 5.785179510712624, 'asian': 0.027578230947256088, 'indian': 16.949063539505005, 'middle eastern': 0.015289470320567489}",,
158,30-39,male,white,204.51894777746145,56.102752685546875
158,"{'0-2': 4.38250999934553e-06, '3-9': 5.6899256151154987e-05, '10-19': 0.03061613824684173, '20-29': 15.515732765197754, '30-39': 67.34280586242676, '40-49': 16.873326897621155, '50-59': 0.23662664461880922, '60-69': 0.0008251956387539394, '70+': 7.856264261363322e-06}","{'male': 99.99972581863403, 'female': 0.0002736179567364161}","{'white': 99.27663207054138, 'black': 7.09753010141867e-05, 'latino hispanic': 0.19019641913473606, 'asian': 0.000633869603916537, 'indian': 0.0020155288439127617, 'middle eastern': 0.5304512567818165}",,
159,20-29,female,white,263.53178176455305,43.02520751953125
159,"{'0-2': 4.235490291826238e-08, '3-9': 0.0002984408411066397, '10-19': 1.362256146967411, '20-29': 89.7730827331543, '30-39': 8.842312544584274, '40-49': 0.022032308334019035, '50-59': 1.8882421670696203e-05, '60-69': 9.304248482777666e-08, '70+': 7.662958809162568e-10}","{'male': 0.0015241482287819963, 'female': 99.99847412109375}","{'white': 42.872822284698486, 'black': 0.019242627604398876, 'latino hispanic': 33.90120267868042, 'asian': 0.004007223469670862, 'indian': 10.654555261135101, 'middle eastern': 12.54817545413971}",,
160,30-39,male,white,238.1134183535233,50.85029602050781
160,"{'0-2': 9.913816256812424e-05, '3-9': 0.0011912178706552368, '10-19': 0.0644005136564374, '20-29': 31.619465351104736, '30-39': 64.69622850418091, '40-49': 3.6030732095241547, '50-59': 0.015377912495750934, '60-69': 0.00015702541986684082, '70+': 2.1895498747426245e-06}","{'male': 99.98105764389038, 'female': 0.018938034190796316}","{'white': 96.78047895431519, 'black': 0.0016638041415717453, 'latino hispanic': 2.1367406472563744, 'asian': 0.012601065100170672, 'indian': 0.04224437871016562, 'middle eastern': 1.0262686759233475}",,
161,20-29,female,white,214.31052237349428,50.815582275390625
161,"{'0-2': 1.0893784541110563e-06, '3-9': 0.0005471020813274663, '10-19': 1.8434492871165276, '20-29': 84.81647968292236, '30-39': 13.19492906332016, '40-49': 0.14410375151783228, '50-59': 0.000486235649077571, '60-69': 7.628074172316701e-06, '70+': 1.7251962081132888e-07}","{'male': 0.07177756051532924, 'female': 99.928218126297}","{'white': 99.78107213973999, 'black': 3.2913447967075626e-05, 'latino hispanic': 0.10030337143689394, 'asian': 0.0005140345365362009, 'indian': 0.0015772417100379243, 'middle eastern': 0.11650342494249344}",,
162,20-29,male,white,190.90573590125575,55.64117431640625
162,"{'0-2': 1.3222162031922835e-06, '3-9': 5.121389108353469e-05, '10-19': 0.022416167485062033, '20-29': 55.45502305030823, '30-39': 44.13866102695465, '40-49': 0.3834323724731803, '50-59': 0.0004150919721723767, '60-69': 2.043415214814104e-06, '70+': 5.448581585909551e-08}","{'male': 99.99727606773376, 'female': 0.0027254987799096853}","{'white': 99.95394945144653, 'black': 5.699384360013937e-05, 'latino hispanic': 0.004309739233576693, 'asian': 2.1463596056037204e-05, 'indian': 0.00018717634020504192, 'middle eastern': 0.04148129955865443}",,
163,20-29,female,latino hispanic,283.4783942384322,34.975433349609375
163,"{'0-2': 3.244030892801675e-05, '3-9': 0.03693028702400625, '10-19': 14.317633211612701, '20-29': 81.91425204277039, '30-39': 3.6885228008031845, '40-49': 0.04237256362102926, '50-59': 0.00025071565232792636, '60-69': 5.94950648746817e-06, '70+': 1.0111325110528924e-07}","{'male': 0.1351232873275876, 'female': 99.86487627029419}","{'white': 28.674006462097168, 'black': 0.5950949620455503, 'latino hispanic': 63.10250759124756, 'asian': 0.09240757208317518, 'indian': 1.9549869000911713, 'middle eastern': 5.580989643931389}",,
164,30-39,male,latino hispanic,220.5810508633958,54.78229522705078
164,"{'0-2': 1.4933976899556e-05, '3-9': 8.846463401823712e-05, '10-19': 0.01749701623339206, '20-29': 9.75792333483696, '30-39': 65.45077562332153, '40-49': 23.90805184841156, '50-59': 0.854725856333971, '60-69': 0.010808608931256458, '70+': 0.00011686823881973396}","{'male': 99.99999403953552, 'female': 5.151842330519685e-06}","{'white': 1.4644072391092777, 'black': 31.210079789161682, 'latino hispanic': 50.052714347839355, 'asian': 0.016647600568830967, 'indian': 14.130377769470215, 'middle eastern': 3.1257688999176025}",,
165,20-29,female,black,215.6687274502263,52.64892578125
165,"{'0-2': 3.2699045249273695e-06, '3-9': 0.007055190508253872, '10-19': 8.782867342233658, '20-29': 83.38882327079773, '30-39': 7.787919044494629, '40-49': 0.033218905446119606, '50-59': 0.00011448294117144542, '60-69': 7.429057813368445e-07, '70+': 1.0275031520068367e-08}","{'male': 0.0011639083822956309, 'female': 99.9988317489624}","{'white': 0.5140100140124559, 'black': 86.28682494163513, 'latino hispanic': 12.060653418302536, 'asian': 0.06707489374093711, 'indian': 0.9241374209523201, 'middle eastern': 0.14730487018823624}",,
166,20-29,male,middle eastern,222.52415599210798,53.801631927490234
166,"{'0-2': 4.8567761723461444e-05, '3-9': 0.0012646680261241272, '10-19': 0.5448791198432446, '20-29': 79.3101966381073, '30-39': 19.942165911197662, '40-49': 0.2010697266086936, '50-59': 0.00035778882647719, '60-69': 6.004221830835377e-06, '70+': 7.663252810097276e-08}","{'male': 99.99992847442627, 'female': 6.69462110636232e-05}","{'white': 37.758469581604004, 'black': 0.005861300815013237, 'latino hispanic': 8.48209261894226, 'asian': 0.02511147176846862, 'indian': 1.4732354320585728, 'middle eastern': 52.25523114204407}",,
167,20-29,female,white,210.62288574606512,49.90711212158203
167,"{'0-2': 6.515352257707718e-07, '3-9': 0.0027270989448879845, '10-19': 9.193332493305206, '20-29': 88.8718843460083, '30-39': 1.927201822400093, '40-49': 0.0048519599658902735, '50-59': 6.403422503353795e-06, '60-69': 7.109971500440793e-08, '70+': 9.5389781143429e-10}","{'male': 0.05229462403804064, 'female': 99.94770288467407}","{'white': 86.88037991523743, 'black': 0.09304943378083408, 'latino hispanic': 5.792343616485596, 'asian': 0.0038141839468153194, 'indian': 0.14967931201681495, 'middle eastern': 7.08073228597641}",,
168,50-59,male,white,258.2479428766084,46.344852447509766
168,"{'0-2': 0.01351637183688581, '3-9': 0.01650624762987718, '10-19': 0.11802164372056723, '20-29': 0.09385131997987628, '30-39': 1.071196049451828, '40-49': 15.877452492713928, '50-59': 75.56419372558594, '60-69': 7.186693698167801, '70+': 0.05857268697582185}","{'male': 99.99167323112488, 'female': 0.008324104419443756}","{'white': 71.12414836883545, 'black': 0.16019492177292705, 'latino hispanic': 16.513298451900482, 'asian': 0.0183704134542495, 'indian': 1.4963939785957336, 'middle eastern': 10.687588900327682}",,
169,30-39,female,white,259.42243542145695,45.37019729614258
169,"{'0-2': 2.540779178161756e-05, '3-9': 0.001041834275383735, '10-19': 0.36868834868073463, '20-29': 42.77980029582977, '30-39': 52.74801850318909, '40-49': 4.052698239684105, '50-59': 0.04896434838883579, '60-69': 0.0007510927389375865, '70+': 1.0603864808444996e-05}","{'male': 0.07727688062004745, 'female': 99.9227225780487}","{'white': 99.47053790092468, 'black': 0.00028454867333493894, 'latino hispanic': 0.19323111046105623, 'asian': 0.0013666988706972916, 'indian': 0.0028753072911058553, 'middle eastern': 0.3317019436508417}",,
170,20-29,male,white,169.24833824885846,60.53924560546875
170,"{'0-2': 6.220851105354086e-05, '3-9': 0.0007702023140154779, '10-19': 0.15461172442883253, '20-29': 50.38476586341858, '30-39': 47.70604372024536, '40-49': 1.7455652356147766, '50-59': 0.008077468373812735, '60-69': 0.00010822457170434063, '70+': 1.2855331910088807e-06}","{'male': 99.99901056289673, 'female': 0.0009924588084686548}","{'white': 51.26150846481323, 'black': 0.021400980767793953, 'latino hispanic': 22.51483052968979, 'asian': 0.04737387062050402, 'indian': 2.8225328773260117, 'middle eastern': 23.33235889673233}",,
171,20-29,female,white,255.8906016249913,42.19951629638672
171,"{'0-2': 6.376445327305191e-06, '3-9': 0.022556383919436485, '10-19': 21.011783182621002, '20-29': 77.6664674282074, '30-39': 1.2956278398633003, '40-49': 0.003549078246578574, '50-59': 8.124057870873003e-06, '60-69': 2.7339970287698634e-07, '70+': 4.458423907838238e-09}","{'male': 1.027421560138464, 'female': 98.97257685661316}","{'white': 46.45990431308746, 'black': 0.029494179761968553, 'latino hispanic': 29.097822308540344, 'asian': 0.7868761196732521, 'indian': 2.4017583578824997, 'middle eastern': 21.224139630794525}",,
172,30-39,male,latino hispanic,220.5130381632796,49.664974212646484
172,"{'0-2': 7.30800991277647e-05, '3-9': 0.0009531296200293582, '10-19': 0.0712583598215133, '20-29': 28.67927849292755, '30-39': 68.06578040122986, '40-49': 3.1721465289592743, '50-59': 0.010407320951344445, '60-69': 9.956888789020013e-05, '70+': 1.3958417532933254e-06}","{'male': 99.9936044216156, 'female': 0.006394348747562617}","{'white': 19.930484890937805, 'black': 0.7001868914812803, 'latino hispanic': 43.5471773147583, 'asian': 0.028195808408781886, 'indian': 25.37197470664978, 'middle eastern': 10.421973466873169}",,
173,20-29,female,latino hispanic,242.33035303073368,46.904659271240234
173,"{'0-2': 2.037268984622642e-05, '3-9': 0.01500087819295004, '10-19': 6.621633470058441, '20-29': 85.61839461326599, '30-39': 7.655978202819824, '40-49': 0.08860504603944719, '50-59': 0.0003641997636805172, '60-69': 4.93186966821213e-06, '70+': 8.487054392603e-08}","{'male': 0.08182805613614619, 'female': 99.91816878318787}","{'white': 1.152994018048048, 'black': 14.952534437179565, 'latino hispanic': 51.677435636520386, 'asian': 0.12270829174667597, 'indian': 31.682178378105164, 'middle eastern': 0.41215387172997}",,
174,30-39,male,middle eastern,181.59295140505864,60.89887619018555
174,"{'0-2': 0.00018005709989665775, '3-9': 0.0015549538147752173, '10-19': 0.08155598770827055, '20-29': 23.907843232154846, '30-39': 70.52119374275208, '40-49': 5.46228215098381, '50-59': 0.025152158923447132, '60-69': 0.00023989518922462594, '70+': 2.87574835056148e-06}","{'male': 99.99674558639526, 'female': 0.003252076930948533}","{'white': 26.971295475959778, 'black': 0.015070934023242444, 'latino hispanic': 31.45538866519928, 'asian': 0.05145291215740144, 'indian': 4.7835420817136765, 'middle eastern': 36.7232471704483}",,
175,30-39,female,latino hispanic,295.20331976453116,35.61286926269531
175,"{'0-2': 0.00046098666643956676, '3-9': 0.004283875023247674, '10-19': 0.4055074416100979, '20-29': 35.67754924297333, '30-39': 56.20143413543701, '40-49': 7.346426695585251, '50-59': 0.3529656445607543, '60-69': 0.011186063784407452, '70+': 0.00017881221765492228}","{'male': 0.05935631925240159, 'female': 99.94064569473267}","{'white': 13.461801409721375, 'black': 0.3604936646297574, 'latino hispanic': 55.36873936653137, 'asian': 1.1165500618517399, 'indian': 4.64467778801918, 'middle eastern': 25.04774034023285}",,
176,20-29,male,latino hispanic,248.48541204666324,47.283172607421875
176,"{'0-2': 0.04503363452386111, '3-9': 1.3518807478249073, '10-19': 8.261477947235107, '20-29': 52.90178060531616, '30-39': 26.260709762573242, '40-49': 9.545348584651947, '50-59': 1.0646075941622257, '60-69': 0.46190228313207626, '70+': 0.1072627492249012}","{'male': 55.1868200302124, 'female': 44.8131799697876}","{'white': 23.51047843694687, 'black': 3.2308924943208694, 'latino hispanic': 37.06450164318085, 'asian': 28.903701901435852, 'indian': 3.3538084477186203, 'middle eastern': 3.9366111159324646}",,
177,30-39,male,black,159.66214329013624,64.2791748046875
177,"{'0-2': 9.877099671484757e-06, '3-9': 6.754106607331778e-05, '10-19': 0.0652093964163214, '20-29': 17.6247701048851, '30-39': 71.84857726097107, '40-49': 10.335717350244522, '50-59': 0.12461668811738491, '60-69': 0.0010155687959922943, '70+': 1.9931523809191276e-05}","{'male': 99.99765753746033, 'female': 0.002341693289054092}","{'white': 0.013024748477619141, 'black': 97.65787124633789, 'latino hispanic': 1.1892630718648434, 'asian': 0.00984104408416897, 'indian': 1.0581671260297298, 'middle eastern': 0.0718378578312695}",,
178,40-49,male,middle eastern,229.78685776170926,41.07084274291992
178,"{'0-2': 0.00035393654798099305, '3-9': 0.0007574160463263979, '10-19': 0.010752822709036991, '20-29': 1.410644594579935, '30-39': 48.253366351127625, '40-49': 48.704537749290466, '50-59': 1.6055932268500328, '60-69': 0.01369677484035492, '70+': 0.0002937036924777203}","{'male': 99.97590780258179, 'female': 0.02408920554444194}","{'white': 27.87455916404724, 'black': 0.5209571216255426, 'latino hispanic': 23.14971089363098, 'asian': 0.009600676276022568, 'indian': 8.088403195142746, 'middle eastern': 40.35676717758179}",,
179,20-29,female,latino hispanic,210.3948668575353,39.167118072509766
179,"{'0-2': 2.3532127357839272e-07, '3-9': 0.0006525453954964178, '10-19': 3.192826360464096, '20-29': 89.56390023231506, '30-39': 7.21631720662117, '40-49': 0.026261480525135994, '50-59': 3.520820825997362e-05, '60-69': 3.092148537220396e-07, '70+': 3.432770734335122e-09}","{'male': 0.010421894694445655, 'female': 99.98957514762878}","{'white': 5.144074186682701, 'black': 0.6350318901240826, 'latino hispanic': 55.93228340148926, 'asian': 0.12884644092991948, 'indian': 27.349954843521118, 'middle eastern': 10.809801518917084}",,
180,20-29,female,white,264.32177360179776,36.57989501953125
180,"{'0-2': 1.7780529049105098e-06, '3-9': 0.007141153037082404, '10-19': 9.304506331682205, '20-29': 85.45786142349243, '30-39': 5.188349261879921, '40-49': 0.04192658234387636, '50-59': 0.00020302218217693735, '60-69': 4.265250197477144e-06, '70+': 1.5931762575860375e-07}","{'male': 0.7300493773072958, 'female': 99.26995038986206}","{'white': 48.856109380722046, 'black': 0.02133502857759595, 'latino hispanic': 7.147879898548126, 'asian': 0.01314413093496114, 'indian': 2.390019968152046, 'middle eastern': 41.571515798568726}",,
181,30-39,male,black,236.24140195994437,50.12855529785156
181,"{'0-2': 1.196189600705111e-05, '3-9': 2.896882449476834e-05, '10-19': 0.005956375753157772, '20-29': 2.948705665767193, '30-39': 55.17364740371704, '40-49': 37.95308470726013, '50-59': 3.852856159210205, '60-69': 0.06414594827219844, '70+': 0.001559433076181449}","{'male': 99.98059868812561, 'female': 0.01940013316925615}","{'white': 4.057814925909042, 'black': 75.51672458648682, 'latino hispanic': 11.749527603387833, 'asian': 0.022492244897875935, 'indian': 6.0349371284246445, 'middle eastern': 2.61850543320179}",,
182,20-29,female,white,251.24689052802225,44.010162353515625
182,"{'0-2': 2.181750247132186e-06, '3-9': 0.002320170278835576, '10-19': 2.907981723546982, '20-29': 86.83253526687622, '30-39': 10.139886289834976, '40-49': 0.11693474370986223, '50-59': 0.00033933724807866383, '60-69': 3.3470847426997352e-06, '70+': 1.439540597836242e-07}","{'male': 0.07193416240625083, 'female': 99.92806911468506}","{'white': 99.98072981834412, 'black': 2.328884676217058e-05, 'latino hispanic': 0.008961105049820617, 'asian': 7.826953947187576e-05, 'indian': 8.11695201718976e-05, 'middle eastern': 0.0101258403446991}",,
183,20-29,male,black,256.40007800310826,46.89674377441406
183,"{'0-2': 5.748869469357487e-06, '3-9': 0.0030865150620229542, '10-19': 5.384181439876556, '20-29': 87.12491393089294, '30-39': 7.253750413656235, '40-49': 0.2312560798600316, '50-59': 0.0027440122721600346, '60-69': 5.958939368611027e-05, '70+': 5.221163235091808e-06}","{'male': 99.92716908454895, 'female': 0.07283417508006096}","{'white': 0.00018830050976248458, 'black': 99.52039122581482, 'latino hispanic': 0.013421280891634524, 'asian': 0.005135532410349697, 'indian': 0.46068374067544937, 'middle eastern': 0.000169912721048604}",,
184,40-49,male,white,218.19715855161817,48.64387512207031
184,"{'0-2': 0.0005271755071589723, '3-9': 0.00033994447221630253, '10-19': 0.0071454189310316, '20-29': 0.09135023574344814, '30-39': 5.7510241866111755, '40-49': 62.77778744697571, '50-59': 30.464696884155273, '60-69': 0.8963493630290031, '70+': 0.010780028242152184}","{'male': 99.9946117401123, 'female': 0.005383981988416053}","{'white': 50.87090730667114, 'black': 0.00029738000648649177, 'latino hispanic': 1.1501826345920563, 'asian': 0.005256746953818947, 'indian': 0.030719395726919174, 'middle eastern': 47.94263243675232}",,
185,20-29,female,white,234.48027635602958,42.3060417175293
185,"{'0-2': 0.0010096171536133625, '3-9': 0.15428898623213172, '10-19': 9.59041491150856, '20-29': 78.30879092216492, '30-39': 11.70177012681961, '40-49': 0.2423337660729885, '50-59': 0.0013575703633250669, '60-69': 3.727052444446599e-05, '70+': 1.3485667693657888e-06}","{'male': 3.1022509559988976, 'female': 96.89775109291077}","{'white': 94.67110633850098, 'black': 0.0036933983210474253, 'latino hispanic': 3.2619740813970566, 'asian': 0.16975003527477384, 'indian': 0.02055637596640736, 'middle eastern': 1.872921921312809}",,
186,20-29,male,black,216.33538776631067,43.140411376953125
186,"{'0-2': 8.21072489998187e-06, '3-9': 0.0025668319722171873, '10-19': 0.8541318587958813, '20-29': 63.748472929000854, '30-39': 33.8259220123291, '40-49': 1.5594057738780975, '50-59': 0.009449378558201715, '60-69': 4.008647920272779e-05, '70+': 4.500020267528271e-06}","{'male': 99.99542236328125, 'female': 0.004579634696710855}","{'white': 6.987671241631688e-06, 'black': 99.99441504478455, 'latino hispanic': 0.00026242100830131676, 'asian': 5.352302991923352e-05, 'indian': 0.005243347186478786, 'middle eastern': 1.2012752392820403e-05}",,
187,20-29,female,middle eastern,238.88281646028878,35.83946228027344
187,"{'0-2': 9.814512758055116e-07, '3-9': 0.0024725140974624082, '10-19': 6.429990381002426, '20-29': 91.21879935264587, '30-39': 2.3388147354125977, '40-49': 0.00990193584584631, '50-59': 1.5111565687675466e-05, '60-69': 2.786671560173204e-07, '70+': 5.532263189222952e-09}","{'male': 0.09562543127685785, 'female': 99.90437626838684}","{'white': 12.977254390716553, 'black': 0.011033529153792188, 'latino hispanic': 19.103817641735077, 'asian': 0.2020222833380103, 'indian': 19.586943089962006, 'middle eastern': 48.11893105506897}",,
188,20-29,female,white,276.47061326658206,39.40315246582031
188,"{'0-2': 6.470952484960435e-06, '3-9': 0.025378051213920116, '10-19': 16.30503684282303, '20-29': 80.46645522117615, '30-39': 3.1897272914648056, '40-49': 0.013387278886511922, '50-59': 1.7427107934508967e-05, '60-69': 3.2580547149052563e-07, '70+': 1.054980686143736e-08}","{'male': 0.009408225741935894, 'female': 99.99059438705444}","{'white': 97.1585750579834, 'black': 0.0020293737179599702, 'latino hispanic': 1.5644438564777374, 'asian': 0.037343575968407094, 'indian': 0.009912360837915912, 'middle eastern': 1.22769083827734}",,
189,20-29,male,middle eastern,236.31546711969574,50.69122314453125
189,"{'0-2': 0.00013464651829053764, '3-9': 0.002092418617394287, '10-19': 0.08732400019653141, '20-29': 50.917232036590576, '30-39': 48.2350617647171, '40-49': 0.7572920527309179, '50-59': 0.0008505881851306185, '60-69': 1.087127259324916e-05, '70+': 1.7411521113785966e-07}","{'male': 99.9873399734497, 'female': 0.012662947119679302}","{'white': 40.60616195201874, 'black': 0.002754425077000633, 'latino hispanic': 8.92726257443428, 'asian': 0.015312551113311201, 'indian': 1.5270134434103966, 'middle eastern': 48.92148971557617}",,
190,30-39,male,white,225.28204544525957,51.419734954833984
190,"{'0-2': 1.4935485737055387e-06, '3-9': 3.3223903983525815e-05, '10-19': 0.050069118151441216, '20-29': 39.41230773925781, '30-39': 58.57672095298767, '40-49': 1.9544893875718117, '50-59': 0.006341237894957885, '60-69': 3.9862030121184944e-05, '70+': 5.152221316251371e-07}","{'male': 99.99932646751404, 'female': 0.0006712045887979912}","{'white': 88.99498581886292, 'black': 0.04145252169109881, 'latino hispanic': 6.458481401205063, 'asian': 0.0012275449989829212, 'indian': 0.28426554054021835, 'middle eastern': 4.21958789229393}",,
191,20-29,female,white,177.11578134090706,55.06725311279297
