Image_No,age,gender,race,emotion,center_dist,space
45,36,female,white,happy,4.47213595499958,95.16162669447341
45,36,"{'male': 0.0001390871489093115, 'female': 99.99985694885254}","{'asian': 0.017052833134197927, 'indian': 0.03589236798892873, 'black': 0.0004751548032252187, 'white': 77.75146232554091, 'middle eastern': 17.269989387392364, 'latino hispanic': 4.925132091351276}","{'angry': 0.001919599843308069, 'disgust': 4.189028002484266e-06, 'fear': 2.2721775892761245, 'happy': 96.90083302249515, 'sad': 0.0005639916945042211, 'surprise': 0.8161074440351195, 'neutral': 0.008392531617550136}",,
46,38,male,white,happy,1.4142135623730951,98.67111111111112
46,38,"{'male': 95.43424248695374, 'female': 4.565756022930145}","{'asian': 3.652312451738861, 'indian': 1.4700518865914278, 'black': 0.1825419596235132, 'white': 57.27050049725178, 'middle eastern': 14.939478930203851, 'latino hispanic': 22.485118954486783}","{'angry': 0.001443287884126558, 'disgust': 2.249754958365991e-06, 'fear': 0.001919481609010933, 'happy': 99.60045223230694, 'sad': 0.006464001446829936, 'surprise': 0.1504139795405889, 'neutral': 0.23930232913168323}",,
47,29,male,white,happy,64.32728814430156,34.236111111111114
47,29,"{'male': 79.17776107788086, 'female': 20.82224190235138}","{'asian': 28.223830461502075, 'indian': 1.9751561805605888, 'black': 1.2183686718344688, 'white': 49.63241517543793, 'middle eastern': 10.681761801242828, 'latino hispanic': 8.268474042415619}","{'angry': 1.399329211562872, 'disgust': 2.263871327417285e-16, 'fear': 0.017937985830940306, 'happy': 98.49211573600769, 'sad': 0.0011424689546402078, 'surprise': 0.08765985840000212, 'neutral': 0.0018138627638109028}",,
48,24,male,asian,happy,5.385164807134505,41.86483626642905
48,24,"{'male': 99.92824196815491, 'female': 0.07175885257311165}","{'asian': 49.49944615364075, 'indian': 5.300973355770111, 'black': 1.4657853171229362, 'white': 18.820275366306305, 'middle eastern': 7.45096281170845, 'latino hispanic': 17.462560534477234}","{'angry': 0.06363705994819462, 'disgust': 0.00048757058898757, 'fear': 16.46392890595966, 'happy': 45.94325697083813, 'sad': 0.10391640863441877, 'surprise': 36.507045418444, 'neutral': 0.9177268098429924}",,
49,27,female,white,happy,5.0,66.91004672897196
49,27,"{'male': 0.13444011565297842, 'female': 99.86555576324463}","{'asian': 0.00464137765827884, 'indian': 0.0016937324389804864, 'black': 8.326837742704482e-05, 'white': 98.44885459237425, 'middle eastern': 0.7669833014597477, 'latino hispanic': 0.7777442687895458}","{'angry': 0.0010529395694902632, 'disgust': 1.1244749575922697e-08, 'fear': 0.003209831629646942, 'happy': 99.18095469474792, 'sad': 0.24238566402345896, 'surprise': 0.016073128790594637, 'neutral': 0.5563209764659405}",,
50,23,male,white,fear,1.0,40.5
50,23,"{'male': 72.25728631019592, 'female': 27.74271070957184}","{'asian': 0.05241098697297275, 'indian': 0.08047444862313569, 'black': 0.00844445385155268, 'white': 90.84503650665283, 'middle eastern': 4.856742173433304, 'latino hispanic': 4.156890884041786}","{'angry': 0.05461991531774402, 'disgust': 1.0159297403333767e-05, 'fear': 79.82087731361389, 'happy': 15.010342001914978, 'sad': 5.066088959574699, 'surprise': 0.0029891549274907447, 'neutral': 0.04507172561716288}",,
51,25,male,white,happy,4.47213595499958,74.88
