Image_No,age,gender,race,emotion,center_dist,space
22,30,"{'male': 0.0014611820006393827, 'female': 99.99853372573853}","{'asian': 0.00655043259030208, 'indian': 94.96755003929138, 'black': 0.006338987441267818, 'white': 0.006364701403072104, 'middle eastern': 0.0022572865418624133, 'latino hispanic': 5.010931566357613}","{'angry': 2.015577656123148e-05, 'disgust': 5.737774203889015e-18, 'fear': 1.4570958642182035e-06, 'happy': 0.00013142002545713947, 'sad': 0.004440735475353031, 'surprise': 5.736489958580404e-08, 'neutral': 99.9954044816139}",,
23,32,female,indian,neutral,13.892443989449806,92.32397079467773
23,32,"{'male': 0.047112294123508036, 'female': 99.95288848876953}","{'asian': 12.957262992858887, 'indian': 67.26280450820923, 'black': 1.640499196946621, 'white': 0.1551406574435532, 'middle eastern': 0.0458675145637244, 'latino hispanic': 17.93842911720276}","{'angry': 0.008248518133768812, 'disgust': 1.0222592693023538e-16, 'fear': 1.249024705884949e-05, 'happy': 2.982688229735686e-06, 'sad': 0.002297384889970999, 'surprise': 0.0002852228135452606, 'neutral': 99.98915195465088}",,
24,31,male,indian,neutral,2.23606797749979,96.00353240966797
24,31,"{'male': 99.99957084655762, 'female': 0.00042620135900506284}","{'asian': 0.059423636412248015, 'indian': 92.24323630332947, 'black': 0.819877628237009, 'white': 0.3787098918110132, 'middle eastern': 0.8995376527309418, 'latino hispanic': 5.599214509129524}","{'angry': 0.06949834395592284, 'disgust': 2.8118745296926387e-10, 'fear': 0.5955025775131491, 'happy': 0.0011287753769003337, 'sad': 0.43313195422208856, 'surprise': 0.0005099165565881932, 'neutral': 98.90022290942396}",,
25,28,female,indian,neutral,131.00381673829202,73.48899841308594
25,28,"{'male': 0.145313807297498, 'female': 99.85467791557312}","{'asian': 0.774932234369846, 'indian': 77.3405459713285, 'black': 0.37478688361801105, 'white': 0.4804892824006936, 'middle eastern': 0.6152274750646979, 'latino hispanic': 20.414011727093254}","{'angry': 0.12342501003220738, 'disgust': 2.0129263345804558e-08, 'fear': 0.20373509082854335, 'happy': 0.008307298907700116, 'sad': 0.03628456541077438, 'surprise': 5.686395209216786, 'neutral': 93.94185506950944}",,
26,30,female,latino hispanic,happy,35.05709628591621,80.32455444335938
26,30,"{'male': 0.0004345261459093308, 'female': 99.99957084655762}","{'asian': 3.5428483537254754, 'indian': 43.67438181333325, 'black': 2.950967641290145, 'white': 1.0657386262105257, 'middle eastern': 0.6339965678300342, 'latino hispanic': 48.13206769610258}","{'angry': 7.178625304109535e-10, 'disgust': 1.1336799422949274e-19, 'fear': 1.1968733143187089e-14, 'happy': 98.59536273424182, 'sad': 5.218322840853272e-07, 'surprise': 1.4539186700283408e-06, 'neutral': 1.4046394078003654}",,
27,24,female,asian,neutral,18.35755975068582,76.46465301513672
27,24,"{'male': 0.06969383684918284, 'female': 99.93031024932861}","{'asian': 95.14733552932739, 'indian': 0.5472547374665737, 'black': 0.008941495616454631, 'white': 0.11169533245265484, 'middle eastern': 0.0038333422708092257, 'latino hispanic': 4.180944710969925}","{'angry': 5.618762202175276e-05, 'disgust': 1.9008150088650755e-10, 'fear': 1.813446459664192e-05, 'happy': 33.43656063079834, 'sad': 0.013569690054282546, 'surprise': 2.9725475769737386e-05, 'neutral': 66.54976606369019}",,
28,29,female,middle eastern,surprise,16.1245154965971,76.92432403564453
28,29,"{'male': 0.0014895803360559512, 'female': 99.99850988388062}","{'asian': 0.5489333998411894, 'indian': 6.790941953659058, 'black': 0.20492952316999435, 'white': 29.321321845054626, 'middle eastern': 31.9929838180542, 'latino hispanic': 31.14088475704193}","{'angry': 4.579775634283578e-05, 'disgust': 0.0193453612155281, 'fear': 2.912353351712227, 'happy': 0.8198856376111507, 'sad': 0.0013116597983753309, 'surprise': 67.90686249732971, 'neutral': 28.34019362926483}",,
29,32,female,indian,happy,78.77182237323191,70.95479965209961
29,32,"{'male': 1.4317608076908073e-05, 'female': 99.99998807907104}","{'asian': 0.43956844893505864, 'indian': 55.69767687902909, 'black': 0.15800237666084627, 'white': 1.7909395644628743, 'middle eastern': 3.1167518342585465, 'latino hispanic': 38.797064947907025}","{'angry': 2.212962389788757e-07, 'disgust': 8.728480753531284e-14, 'fear': 4.812402985403439e-08, 'happy': 98.689186494898, 'sad': 7.1918745471309104e-06, 'surprise': 0.0006073662369129613, 'neutral': 1.3102019986630677}",,
30,30,male,middle eastern,neutral,2.23606797749979,99.51229095458984
30,30,"{'male': 99.9998927116394, 'female': 0.00011279157661192585}","{'asian': 0.21757266949862242, 'indian': 24.87832009792328, 'black': 0.8183286525309086, 'white': 17.8769513964653, 'middle eastern': 36.43368482589722, 'latino hispanic': 19.775140285491943}","{'angry': 0.02187424834119156, 'disgust': 2.8406121313669097e-11, 'fear': 0.5379694513976574, 'happy': 0.002156984555767849, 'sad': 3.507615253329277, 'surprise': 0.000884875134943286, 'neutral': 95.92950344085693}",,
31,29,male,latino hispanic,neutral,17.0,90.2069091796875
31,29,"{'male': 69.48469281196594, 'female': 30.515313148498535}","{'asian': 5.728349834680557, 'indian': 31.189683079719543, 'black': 0.823716539889574, 'white': 1.452375203371048, 'middle eastern': 0.7294752635061741, 'latino hispanic': 60.07640361785889}","{'angry': 5.414862584984803e-05, 'disgust': 1.9028226700735801e-13, 'fear': 0.00011572061566766934, 'happy': 0.00013002073728785035, 'sad': 0.0022540969439432956, 'surprise': 0.008006198186194524, 'neutral': 99.9894380569458}",,
32,30,female,asian,neutral,24.08318915758459,68.4347152709961
32,30,"{'male': 0.003217127959942445, 'female': 99.99678134918213}","{'asian': 47.5199431180954, 'indian': 12.701202929019928, 'black': 2.1570973098278046, 'white': 4.971832782030106, 'middle eastern': 2.3717595264315605, 'latino hispanic': 30.278167128562927}","{'angry': 0.013990628940518945, 'disgust': 5.03186576850112e-06, 'fear': 0.029882803210057318, 'happy': 24.53463524580002, 'sad': 1.0663622058928013, 'surprise': 5.4079754363556276e-05, 'neutral': 74.3550717830658}",,
33,29,female,asian,neutral,56.04462507680822,72.17483520507812
33,29,"{'male': 0.0004622273081622552, 'female': 99.99953508377075}","{'asian': 75.4535973072052, 'indian': 4.614622890949249, 'black': 0.5470486357808113, 'white': 0.17148584593087435, 'middle eastern': 0.03062522446271032, 'latino hispanic': 19.182614982128143}","{'angry': 2.7441056930344628e-05, 'disgust': 1.244681744135828e-13, 'fear': 5.539541564793941e-05, 'happy': 13.954319891591066, 'sad': 0.016263382954854994, 'surprise': 8.065232518504743e-06, 'neutral': 86.02932608302392}",,
34,30,female,indian,happy,26.400757564888174,86.907958984375
34,30,"{'male': 0.00023932707335916348, 'female': 99.9997615814209}","{'asian': 0.09862772410330485, 'indian': 64.5660263817279, 'black': 0.04722951290162499, 'white': 0.24750863045351143, 'middle eastern': 0.2304298528516468, 'latino hispanic': 34.810172342041454}","{'angry': 3.116392105906247e-06, 'disgust': 2.910620853194282e-13, 'fear': 1.532582766739153e-08, 'happy': 98.20765278248157, 'sad': 0.00011674252136647213, 'surprise': 1.0696923315374868e-05, 'neutral': 1.7922086367358403}",,
35,31,female,latino hispanic,neutral,203.48218595248085,58.58345031738281
35,31,"{'male': 9.466110668654437e-05, 'female': 99.99990463256836}","{'asian': 3.36433912686576, 'indian': 13.076147505777778, 'black': 0.8352494862973078, 'white': 15.342294018542054, 'middle eastern': 14.504076779374692, 'latino hispanic': 52.877897367226765}","{'angry': 0.0011803888810391072, 'disgust': 1.751540129298415e-12, 'fear': 0.0031568277336191386, 'happy': 0.00024536946057196474, 'sad': 0.005174607576918788, 'surprise': 5.410391423765759e-06, 'neutral': 99.99023675918579}",,
36,31,female,latino hispanic,happy,26.92582403567252,40.43426513671875
36,31,"{'male': 0.00014759270925424062, 'female': 99.99985694885254}","{'asian': 1.234668307006359, 'indian': 20.41178196668625, 'black': 0.3425374859943986, 'white': 4.66579906642437, 'middle eastern': 3.1074179336428642, 'latino hispanic': 70.237797498703}","{'angry': 0.3890228923410177, 'disgust': 4.410845022562171e-06, 'fear': 0.5511488765478134, 'happy': 93.05682182312012, 'sad': 0.1803759951144457, 'surprise': 5.70419505238533, 'neutral': 0.11843794491142035}",,
37,28,female,latino hispanic,neutral,20.615528128088304,93.65615844726562
37,28,"{'male': 2.1269605099405453e-05, 'female': 99.99997615814209}","{'asian': 2.6707621291279793, 'indian': 18.218059837818146, 'black': 1.0131433606147766, 'white': 22.491617500782013, 'middle eastern': 18.36625039577484, 'latino hispanic': 37.24016845226288}","{'angry': 0.0005200745818001451, 'disgust': 1.4297736578667772e-12, 'fear': 0.03515185380820185, 'happy': 0.00039517331060778815, 'sad': 2.637144736945629, 'surprise': 0.00013960727756057167, 'neutral': 97.32664823532104}",,
38,41,female,asian,fear,11.0,90.70758819580078
38,41,"{'male': 37.23704814910889, 'female': 62.762945890426636}","{'asian': 69.09180879592896, 'indian': 3.699681907892227, 'black': 0.2921999664977193, 'white': 11.661327630281448, 'middle eastern': 5.108525976538658, 'latino hispanic': 10.146454721689224}","{'angry': 0.0014664311493106652, 'disgust': 7.752526051674202e-10, 'fear': 88.97931575775146, 'happy': 0.7546709384769201, 'sad': 1.194422449835031e-07, 'surprise': 10.264549404382706, 'neutral': 3.740813170338697e-06}",,
39,31,female,white,neutral,130.0,74.07379150390625
