Image_No,age,gender,race,emotion,center_dist,space
31,31,"{'male': 0.03816450189333409, 'female': 99.96182918548584}","{'asian': 98.41055274009705, 'indian': 0.10769149521365762, 'black': 0.0015200135749182664, 'white': 0.0025287323296652175, 'middle eastern': 7.177594625318306e-05, 'latino hispanic': 1.4776363968849182}","{'angry': 1.976785995066166, 'disgust': 1.7887766823321272e-07, 'fear': 2.633190155029297, 'happy': 0.08126486791297793, 'sad': 8.703988045454025, 'surprise': 0.0002879721478166175, 'neutral': 86.6044819355011}",,
32,29,female,latino hispanic,neutral,18.439088914585774,89.50424194335938
32,29,"{'male': 2.0689533641871094e-06, 'female': 100.0}","{'asian': 28.356343507766724, 'indian': 4.368495941162109, 'black': 0.23693994153290987, 'white': 1.4528788626194, 'middle eastern': 0.21443108562380075, 'latino hispanic': 65.37091732025146}","{'angry': 2.4613953232778877e-06, 'disgust': 9.187346718724756e-17, 'fear': 6.644237769648285e-05, 'happy': 1.3016472942624723e-05, 'sad': 0.05420651027859809, 'surprise': 1.1248007995981837e-05, 'neutral': 99.9457001653731}",,
33,30,female,latino hispanic,sad,18.0,92.28515625
33,30,"{'male': 9.634051139073563e-05, 'female': 99.99990463256836}","{'asian': 1.0925394111824738, 'indian': 4.09243281573858, 'black': 0.2715425009304284, 'white': 22.716808591269423, 'middle eastern': 7.992478252353877, 'latino hispanic': 63.834194679952304}","{'angry': 0.0002203981011916767, 'disgust': 1.3792584763650147e-13, 'fear': 0.00051977954171889, 'happy': 1.1311009728842691e-05, 'sad': 58.3471417427063, 'surprise': 4.2487940249413825e-10, 'neutral': 41.65210425853729}",,
34,26,male,latino hispanic,happy,24.020824298928627,93.97249221801758
34,26,"{'male': 99.97448325157166, 'female': 0.025518517941236496}","{'asian': 0.46067992225289345, 'indian': 3.3041927963495255, 'black': 0.15194437000900507, 'white': 26.763716340065002, 'middle eastern': 11.804722249507904, 'latino hispanic': 57.514744997024536}","{'angry': 9.765667527972255e-05, 'disgust': 2.884962451224493e-10, 'fear': 0.00010203264082520036, 'happy': 99.83583092689514, 'sad': 8.749998414714355e-05, 'surprise': 0.12977507431060076, 'neutral': 0.03410147619433701}",,
35,30,female,black,happy,11.180339887498947,76.77173614501953
35,30,"{'male': 1.7993513494729996, 'female': 98.20064902305603}","{'asian': 0.014188708155415952, 'indian': 0.20844456739723682, 'black': 99.76370334625244, 'white': 3.3831747714430094e-05, 'middle eastern': 2.5267667069783784e-05, 'latino hispanic': 0.013602802937384695}","{'angry': 1.0173412039875984, 'disgust': 3.4851175279015933e-07, 'fear': 0.028810909134335816, 'happy': 55.59513568878174, 'sad': 1.7104223370552063, 'surprise': 0.00035202806429879274, 'neutral': 41.64793789386749}",,
36,30,female,asian,neutral,58.034472514187634,81.02989196777344
36,30,"{'male': 10.992277413606644, 'female': 89.00771737098694}","{'asian': 75.50848722457886, 'indian': 7.337462157011032, 'black': 0.8680619299411774, 'white': 0.2549202647060156, 'middle eastern': 0.04702486330643296, 'latino hispanic': 15.98404198884964}","{'angry': 0.01198202447039156, 'disgust': 3.818719190826935e-10, 'fear': 0.15183266304938042, 'happy': 0.02559709523205814, 'sad': 0.5730184508987127, 'surprise': 0.00032701237354361564, 'neutral': 99.23723945173747}",,
37,31,male,white,happy,146.01369798755184,70.87135314941406
37,31,"{'male': 99.99840259552002, 'female': 0.0015966345017659478}","{'asian': 3.751225392534252e-05, 'indian': 0.0006869840035506058, 'black': 2.9699339876287922e-06, 'white': 95.82088589668274, 'middle eastern': 3.349154070019722, 'latino hispanic': 0.8292309008538723}","{'angry': 0.005951452494565473, 'disgust': 6.272041582261093e-08, 'fear': 0.00020972060839221778, 'happy': 88.9121426448652, 'sad': 0.11361986208395813, 'surprise': 0.00012467612228506486, 'neutral': 10.967949215418194}",,
38,30,male,black,neutral,169.3576098083579,58.29906463623047
38,30,"{'male': 99.93261098861694, 'female': 0.06739608943462372}","{'asian': 4.219018962352162e-19, 'indian': 2.428152503960697e-13, 'black': 100.0, 'white': 2.5095646575140052e-27, 'middle eastern': 1.690577543601193e-28, 'latino hispanic': 5.7769344015468724e-18}","{'angry': 0.02502917053817484, 'disgust': 1.7623329194466387e-09, 'fear': 4.2586912892125766e-05, 'happy': 0.034423547054740614, 'sad': 0.0680826528531404, 'surprise': 4.510823983420196e-07, 'neutral': 99.87242221071853}",,
39,26,male,latino hispanic,neutral,118.20744477400737,75.52528381347656
39,26,"{'male': 99.99662637710571, 'female': 0.0033716059988364577}","{'asian': 28.490549325942993, 'indian': 17.382928729057312, 'black': 4.298477992415428, 'white': 4.422328621149063, 'middle eastern': 2.804430201649666, 'latino hispanic': 42.60128438472748}","{'angry': 4.360844827344705, 'disgust': 1.3123027891623003e-07, 'fear': 0.08965094409665132, 'happy': 0.08250946903657728, 'sad': 4.123679794292437, 'surprise': 0.002980918539249139, 'neutral': 91.3403327071865}",,
40,29,male,middle eastern,neutral,131.06105447462264,73.66323471069336
40,29,"{'male': 99.99310970306396, 'female': 0.006890347140142694}","{'asian': 0.0024625269361422397, 'indian': 1.3760589994490147, 'black': 0.0008271252227132209, 'white': 13.599520921707153, 'middle eastern': 78.0906081199646, 'latino hispanic': 6.930521130561829}","{'angry': 4.247742424468015e-05, 'disgust': 1.361704911155559e-10, 'fear': 0.00012622776921489276, 'happy': 48.14242124557495, 'sad': 0.0014423922038986348, 'surprise': 0.03345967852510512, 'neutral': 51.82250738143921}",,
41,28,male,latino hispanic,neutral,5.0,97.46551513671875
41,28,"{'male': 99.93515610694885, 'female': 0.0648482353426516}","{'asian': 1.7892251061469444, 'indian': 18.8804067826756, 'black': 0.38140967844094975, 'white': 8.275679740390746, 'middle eastern': 6.747923105707539, 'latino hispanic': 63.92535733286826}","{'angry': 0.0047927976212129445, 'disgust': 7.306358037758709e-09, 'fear': 0.04937890047230723, 'happy': 30.73615316964109, 'sad': 0.04933856256088987, 'surprise': 0.24960217156870196, 'neutral': 68.91073399250114}",,
42,29,male,white,happy,18.027756377319946,94.60563659667969
42,29,"{'male': 99.9968409538269, 'female': 0.0031640465749660507}","{'asian': 0.010006151569541544, 'indian': 0.08610464283265173, 'black': 0.00045712799874308985, 'white': 76.62850022315979, 'middle eastern': 17.653967440128326, 'latino hispanic': 5.620966851711273}","{'angry': 4.0144473700820527e-05, 'disgust': 7.739095193601227e-15, 'fear': 4.470777525966696e-06, 'happy': 90.85589051246643, 'sad': 0.001093993523682002, 'surprise': 3.301325213200812e-07, 'neutral': 9.142974019050598}",,
43,32,female,asian,neutral,141.01418368376991,72.27516174316406
43,32,"{'male': 0.005856624193256721, 'female': 99.99414682388306}","{'asian': 97.67883406155312, 'indian': 0.11995598457491306, 'black': 0.000468211310985404, 'white': 0.00299031907704698, 'middle eastern': 3.2099645389900944e-05, 'latino hispanic': 2.197721358997903}","{'angry': 0.09217272098000001, 'disgust': 7.359713272418129e-07, 'fear': 0.3357506757379384, 'happy': 10.810185022376182, 'sad': 0.08741156658034821, 'surprise': 13.52850211006428, 'neutral': 75.1459807331539}",,
44,30,female,asian,neutral,137.32079230764728,56.586456298828125
44,30,"{'male': 0.03871896187774837, 'female': 99.96128678321838}","{'asian': 73.87942671775818, 'indian': 6.645187735557556, 'black': 0.4908580332994461, 'white': 0.25684633292257786, 'middle eastern': 0.04170612373854965, 'latino hispanic': 18.685977160930634}","{'angry': 0.00011069045058320626, 'disgust': 2.275693773234975e-13, 'fear': 0.0014741087397851516, 'happy': 0.24308767169713974, 'sad': 0.0017351960195810534, 'surprise': 0.0035009859857382253, 'neutral': 99.75009560585022}",,
45,33,female,middle eastern,surprise,2.23606797749979,98.34270477294922
45,33,"{'male': 0.08759729098528624, 'female': 99.91239905357361}","{'asian': 0.0141871627420187, 'indian': 0.8160477504134178, 'black': 0.0005376569788495544, 'white': 12.236470729112625, 'middle eastern': 83.62360000610352, 'latino hispanic': 3.309151902794838}","{'angry': 1.9670344378599157e-14, 'disgust': 0.0, 'fear': 0.002419193697278388, 'happy': 1.6115688972720027e-16, 'sad': 1.837830975383164e-24, 'surprise': 99.99758005142212, 'neutral': 3.1410245379740994e-13}",,
46,31,female,indian,neutral,18.38477631085024,87.65220642089844
46,31,"{'male': 0.000757020598030067, 'female': 99.99923706054688}","{'asian': 1.1215454898774624, 'indian': 64.99351859092712, 'black': 0.834403932094574, 'white': 0.5483292043209076, 'middle eastern': 0.4534378182142973, 'latino hispanic': 32.048770785331726}","{'angry': 4.634484014331974e-05, 'disgust': 7.866085615601592e-16, 'fear': 6.719588441228552e-05, 'happy': 9.04107677612842e-08, 'sad': 0.01769974041962996, 'surprise': 3.6618857279790973e-06, 'neutral': 99.98218417167664}",,
47,24,male,asian,neutral,20.39607805437114,94.86198425292969
47,24,"{'male': 99.99923706054688, 'female': 0.0007675272172491532}","{'asian': 41.22852385044098, 'indian': 13.762527704238892, 'black': 3.750668093562126, 'white': 3.7268441170454025, 'middle eastern': 1.9209327176213264, 'latino hispanic': 35.61049997806549}","{'angry': 0.7612551096826792, 'disgust': 4.1014024532159965e-05, 'fear': 0.3826303640380502, 'happy': 5.268251150846481, 'sad': 2.5732355192303658, 'surprise': 0.3569741500541568, 'neutral': 90.6576156616211}",,
48,21,male,asian,neutral,159.80300372646317,66.65611267089844
48,21,"{'male': 99.84400868415833, 'female': 0.1559963682666421}","{'asian': 59.78322625160217, 'indian': 18.248657882213593, 'black': 1.4730951748788357, 'white': 0.22975974716246128, 'middle eastern': 0.04762746684718877, 'latino hispanic': 20.21763026714325}","{'angry': 0.9376709349453449, 'disgust': 4.2941042011079844e-05, 'fear': 19.480901956558228, 'happy': 1.962798647582531, 'sad': 1.6868416219949722, 'surprise': 0.0025590527002350427, 'neutral': 75.92918872833252}",,
49,30,female,latino hispanic,happy,11.704699910719626,95.65086364746094
49,30,"{'male': 1.0436143504932716e-06, 'female': 100.0}","{'asian': 3.0190419405698776, 'indian': 13.155342638492584, 'black': 0.3968162462115288, 'white': 21.662136912345886, 'middle eastern': 18.539966642856598, 'latino hispanic': 43.22669208049774}","{'angry': 9.555045614767266e-08, 'disgust': 1.2760362873489108e-18, 'fear': 3.261238817434424e-11, 'happy': 87.59750871688024, 'sad': 4.424357952157656e-06, 'surprise': 7.926538479912549e-07, 'neutral': 12.402482342424113}",,
50,29,female,latino hispanic,neutral,14.0356688476182,91.90998077392578
