Image_No,age,gender,race,center_dist,space
36,"{'0-2': 0.00021358935100579401, '3-9': 0.08256444125436246, '10-19': 7.148268073797226, '20-29': 90.13003706932068, '30-39': 2.61736698448658, '40-49': 0.021403495338745415, '50-59': 0.00012841510397265665, '60-69': 8.588954614197064e-06, '70+': 2.4044777280352037e-07}","{'male': 0.004686111060436815, 'female': 99.99531507492065}","{'white': 0.3982068505138159, 'black': 0.000864140110934386, 'latino hispanic': 0.5314651411026716, 'asian': 99.01857376098633, 'indian': 0.015584085485897958, 'middle eastern': 0.035310559906065464}",,
37,20-29,female,asian,19.849433241279208,52.08904109589041
37,"{'0-2': 0.0018036946130450815, '3-9': 0.30174399726092815, '10-19': 12.968666851520538, '20-29': 74.96330738067627, '30-39': 11.264599859714508, '40-49': 0.48064226284623146, '50-59': 0.01744270557537675, '60-69': 0.0016873254935489967, '70+': 0.00010392482181487139}","{'male': 10.140767693519592, 'female': 89.85922932624817}","{'white': 8.076367527246475, 'black': 0.09225841495208442, 'latino hispanic': 4.425336048007011, 'asian': 86.34863495826721, 'indian': 0.44104140251874924, 'middle eastern': 0.6163645535707474}",,
38,20-29,male,white,5.385164807134505,84.34142176047818
38,"{'0-2': 0.15900077996775508, '3-9': 1.2540717609226704, '10-19': 3.067840449512005, '20-29': 61.572712659835815, '30-39': 24.400390684604645, '40-49': 6.744596362113953, '50-59': 1.1348911561071873, '60-69': 0.8386814035475254, '70+': 0.8278146386146545}","{'male': 59.36010479927063, 'female': 40.63989222049713}","{'white': 65.22466540336609, 'black': 1.3305692933499813, 'latino hispanic': 8.151386678218842, 'asian': 6.189713627099991, 'indian': 1.1025755666196346, 'middle eastern': 18.001089990139008}",,
39,20-29,male,white,90.27181176868005,41.95157545605307
39,"{'0-2': 0.09509010124020278, '3-9': 1.6974257305264473, '10-19': 7.60144367814064, '20-29': 47.429195046424866, '30-39': 27.324578166007996, '40-49': 10.692884773015976, '50-59': 2.633831277489662, '60-69': 1.6567181795835495, '70+': 0.8688321337103844}","{'male': 74.09863471984863, 'female': 25.90136229991913}","{'white': 34.160229563713074, 'black': 6.517253071069717, 'latino hispanic': 18.750132620334625, 'asian': 11.866776645183563, 'indian': 1.891271024942398, 'middle eastern': 26.814335584640503}",,
40,70+,male,white,19.0,72.28971962616822
40,"{'0-2': 0.01898155314847827, '3-9': 0.03264379920437932, '10-19': 0.011134194937767461, '20-29': 0.017249143274966627, '30-39': 0.02327035035705194, '40-49': 0.07179799722507596, '50-59': 1.0025138966739178, '60-69': 17.387734353542328, '70+': 81.43467903137207}","{'male': 63.653165102005005, 'female': 36.346831917762756}","{'white': 47.76566922664642, 'black': 1.6293780878186226, 'latino hispanic': 7.320740818977356, 'asian': 24.28312450647354, 'indian': 1.2698984704911709, 'middle eastern': 17.7311971783638}",,
41,50-59,male,asian,3.1622776601683795,33.58024691358025
41,"{'0-2': 0.00019484177755657583, '3-9': 0.00024111611764965346, '10-19': 0.017603427113499492, '20-29': 0.2118811709806323, '30-39': 3.668646886944771, '40-49': 33.80332887172699, '50-59': 55.29165863990784, '60-69': 6.960950046777725, '70+': 0.045497031533159316}","{'male': 99.96039271354675, 'female': 0.03960869216825813}","{'white': 5.273232236504555, 'black': 0.009258201316697523, 'latino hispanic': 1.5941362828016281, 'asian': 92.86208152770996, 'indian': 0.0817003077827394, 'middle eastern': 0.17959896940737963}",,
42,20-29,female,white,2.23606797749979,62.55991926667227
42,"{'0-2': 0.0001714486074888555, '3-9': 0.014871633902657777, '10-19': 1.0141167789697647, '20-29': 46.73016667366028, '30-39': 42.61098504066467, '40-49': 8.553911745548248, '50-59': 1.0097463615238667, '60-69': 0.06436859257519245, '70+': 0.0016565043551963754}","{'male': 0.06335338694043458, 'female': 99.93664026260376}","{'white': 70.60621380805969, 'black': 0.0031534302252111956, 'latino hispanic': 1.7991626635193825, 'asian': 0.09060148149728775, 'indian': 0.04385256324894726, 'middle eastern': 27.457016706466675}",,
43,20-29,male,white,9.0,76.29145408163265
43,"{'0-2': 1.7415344188975723e-05, '3-9': 0.002995584327436518, '10-19': 4.402355849742889, '20-29': 80.57276606559753, '30-39': 14.686481654644012, '40-49': 0.33329178113490343, '50-59': 0.0020470977688091807, '60-69': 4.4156752210255945e-05, '70+': 1.2783639036229033e-06}","{'male': 99.99727010726929, 'female': 0.002732490793277975}","{'white': 86.35271787643433, 'black': 0.013008006499148905, 'latino hispanic': 5.325478687882423, 'asian': 0.06588384858332574, 'indian': 0.07482159417122602, 'middle eastern': 8.168084174394608}",,
44,30-39,male,middle eastern,9.055385138137417,66.85714285714286
44,"{'0-2': 0.004433049616636708, '3-9': 0.12823051074519753, '10-19': 3.989740088582039, '20-29': 20.557385683059692, '30-39': 47.33383357524872, '40-49': 26.634269952774048, '50-59': 1.3045292347669601, '60-69': 0.04685923631768674, '70+': 0.0007219094186439179}","{'male': 99.99608993530273, 'female': 0.003909798033419065}","{'white': 5.760651454329491, 'black': 0.0036305562389316037, 'latino hispanic': 3.739052638411522, 'asian': 0.4348568618297577, 'indian': 0.5476490128785372, 'middle eastern': 89.51416015625}",,
45,20-29,male,white,3.1622776601683795,57.4390243902439
45,"{'0-2': 1.7666827887296677, '3-9': 14.854410290718079, '10-19': 12.366989254951477, '20-29': 33.887991309165955, '30-39': 22.03231453895569, '40-49': 9.760087728500366, '50-59': 2.945183776319027, '60-69': 1.524865534156561, '70+': 0.8614757098257542}","{'male': 72.9157030582428, 'female': 27.084293961524963}","{'white': 29.31252121925354, 'black': 23.56126606464386, 'latino hispanic': 22.05800861120224, 'asian': 12.089608609676361, 'indian': 0.7981342263519764, 'middle eastern': 12.18046173453331}",,
46,30-39,male,white,31.04834939252005,39.666666666666664
