Image_No,age,gender,race,emotion,center_dist,space
36,30,"{'male': 99.97592568397522, 'female': 0.024080170260276645}","{'asian': 8.120282631623188e-19, 'indian': 9.980190564909784e-20, 'black': 5.417210757848916e-24, 'white': 100.0, 'middle eastern': 6.349593073551318e-09, 'latino hispanic': 5.8105440597922e-09}","{'angry': 5.926570345593518e-09, 'disgust': 2.9920384332948852e-28, 'fear': 8.081119421466428e-14, 'happy': 100.0, 'sad': 4.8528674835236405e-15, 'surprise': 2.5415186448440874e-10, 'neutral': 3.387859437431473e-08}",,
37,26,male,middle eastern,angry,56.00892785976178,78.16734313964844
37,26,"{'male': 99.99988079071045, 'female': 0.00011765829412979656}","{'asian': 0.018729628598034596, 'indian': 3.4739831670512658, 'black': 0.07216079241436972, 'white': 22.29519470305411, 'middle eastern': 66.64061347488246, 'latino hispanic': 7.4993197619509555}","{'angry': 56.33344650268555, 'disgust': 2.3259980608258957e-07, 'fear': 0.06662647938355803, 'happy': 1.5255063772201538, 'sad': 4.389283061027527, 'surprise': 5.220109500214676e-06, 'neutral': 37.685129046440125}",,
38,31,male,black,fear,43.0,82.489013671875
38,31,"{'male': 89.26791548728943, 'female': 10.732078552246094}","{'asian': 0.3387823700904846, 'indian': 0.3090915037319064, 'black': 98.96278381347656, 'white': 0.01888155093183741, 'middle eastern': 0.017278666200581938, 'latino hispanic': 0.3531819675117731}","{'angry': 4.046463956009633e-11, 'disgust': 4.258896741916104e-18, 'fear': 99.78698492050171, 'happy': 0.1042926567606628, 'sad': 0.10872529819607735, 'surprise': 4.230879765997932e-12, 'neutral': 5.238052658285142e-07}",,
39,26,male,white,happy,5.385164807134505,97.08938598632812
39,26,"{'male': 100.0, 'female': 2.021156131348789e-07}","{'asian': 0.04507656267378479, 'indian': 0.9978513233363628, 'black': 0.05817110650241375, 'white': 64.98919725418091, 'middle eastern': 18.597890436649323, 'latino hispanic': 15.311810374259949}","{'angry': 4.0595636254707815e-12, 'disgust': 1.7508543754883274e-21, 'fear': 7.65772709110561e-16, 'happy': 99.72226619720459, 'sad': 7.130868378418809e-10, 'surprise': 6.812402725264732e-09, 'neutral': 0.27773939073085785}",,
40,33,male,white,happy,13.038404810405298,94.93141174316406
40,33,"{'male': 99.99977350234985, 'female': 0.00022205940695130266}","{'asian': 2.1334478425295664e-10, 'indian': 9.60898518767957e-10, 'black': 3.927601547402719e-12, 'white': 99.9976933001097, 'middle eastern': 0.001611300017974061, 'latino hispanic': 0.0006973706565103233}","{'angry': 3.028581255679861e-11, 'disgust': 4.3554767616127595e-16, 'fear': 3.545641491914584e-08, 'happy': 99.99809861171833, 'sad': 1.1965993146256089e-09, 'surprise': 2.3812340542067932e-05, 'neutral': 0.0018803514860616952}",,
41,28,male,white,neutral,93.0859817588019,49.298858642578125
41,28,"{'male': 99.99693632125854, 'female': 0.0030615592550020665}","{'asian': 1.5985555946826935, 'indian': 2.21658144146204, 'black': 0.2959469333291054, 'white': 53.608494997024536, 'middle eastern': 18.232978880405426, 'latino hispanic': 24.04744327068329}","{'angry': 0.0017053496776497923, 'disgust': 2.677149300855941e-10, 'fear': 2.436106652021408, 'happy': 0.23923770058900118, 'sad': 0.08021227549761534, 'surprise': 11.38634905219078, 'neutral': 85.85638999938965}",,
42,33,male,white,happy,10.19803902718557,94.195556640625
42,33,"{'male': 99.90000128746033, 'female': 0.10000217007473111}","{'asian': 7.210728481900407e-14, 'indian': 4.2103174482802704e-13, 'black': 5.913614365543896e-18, 'white': 99.99998807907104, 'middle eastern': 7.154685022214835e-06, 'latino hispanic': 4.200666836595701e-06}","{'angry': 4.462609212631226e-16, 'disgust': 3.4631659896553007e-29, 'fear': 5.484936931752469e-24, 'happy': 100.0, 'sad': 1.4043323456696365e-12, 'surprise': 7.309533477262386e-17, 'neutral': 1.8047247252184206e-06}",,
43,31,male,middle eastern,happy,132.90974381135493,41.912841796875
