Image_No,age,gender,race,center_dist,space
27,"{'0-2': 1.9990835653516115e-05, '3-9': 0.059060321655124426, '10-19': 20.935899019241333, '20-29': 76.70634388923645, '30-39': 2.2884663194417953, '40-49': 0.010188308806391433, '50-59': 2.2007921529620944e-05, '60-69': 1.903767588018468e-07, '70+': 7.142079982980221e-09}","{'male': 0.5719054490327835, 'female': 99.4280993938446}","{'white': 0.00032037171422416577, 'black': 99.95625615119934, 'latino hispanic': 0.01806604122975841, 'asian': 0.00021356345314416103, 'indian': 0.025073927827179432, 'middle eastern': 6.014757900629775e-05}",,
28,30-39,male,white,126.0634760745554,46.91314697265625
28,"{'0-2': 0.023949373280629516, '3-9': 0.16458649188280106, '10-19': 1.2173885479569435, '20-29': 15.063536167144775, '30-39': 56.27946853637695, '40-49': 26.136276125907898, '50-59': 1.0928994975984097, '60-69': 0.021028099581599236, '70+': 0.0008652028554934077}","{'male': 98.48324656486511, 'female': 1.51675408706069}","{'white': 75.35716891288757, 'black': 0.013188495358917862, 'latino hispanic': 6.861694157123566, 'asian': 0.06464067264460027, 'indian': 2.65148151665926, 'middle eastern': 15.05182683467865}",,
29,20-29,female,white,116.99999999999999,40.477752685546875
29,"{'0-2': 0.00011908198302990058, '3-9': 0.018781638937070966, '10-19': 3.7978574633598328, '20-29': 84.15322303771973, '30-39': 11.755873262882233, '40-49': 0.27259679045528173, '50-59': 0.0015122686818358488, '60-69': 3.889342110596772e-05, '70+': 9.022154578985919e-07}","{'male': 0.07931265863589942, 'female': 99.92069005966187}","{'white': 55.30515909194946, 'black': 0.0012715802768070716, 'latino hispanic': 7.092797756195068, 'asian': 0.4578464198857546, 'indian': 0.22432415280491114, 'middle eastern': 36.91859841346741}",,
30,20-29,female,latino hispanic,42.720018726587654,57.85713195800781
30,"{'0-2': 1.6092647570076224e-05, '3-9': 0.010786239727167413, '10-19': 3.3476240932941437, '20-29': 80.64655661582947, '30-39': 15.588115155696869, '40-49': 0.4045864101499319, '50-59': 0.0022838697987026535, '60-69': 3.1658626653552346e-05, '70+': 5.068629960192084e-07}","{'male': 0.02048341411864385, 'female': 99.97951984405518}","{'white': 21.80335521697998, 'black': 0.28132477309554815, 'latino hispanic': 65.65048098564148, 'asian': 7.946323603391647, 'indian': 3.7636689841747284, 'middle eastern': 0.5548499990254641}",,
31,40-49,male,white,147.80054127099805,39.03312683105469
31,"{'0-2': 0.004323822213336825, '3-9': 0.006446037150453776, '10-19': 0.06611042190343142, '20-29': 0.27021667920053005, '30-39': 5.673808231949806, '40-49': 50.22172927856445, '50-59': 41.322922706604004, '60-69': 2.3672692477703094, '70+': 0.06717008072882891}","{'male': 99.27399754524231, 'female': 0.7260061800479889}","{'white': 99.6305763721466, 'black': 0.0001235795252796379, 'latino hispanic': 0.146226875949651, 'asian': 0.0007468670901289443, 'indian': 0.003233667302993126, 'middle eastern': 0.21909151691943407}",,
32,20-29,female,white,68.00735254367721,67.96875
32,"{'0-2': 6.612633995928263e-06, '3-9': 0.0030316852644318715, '10-19': 0.8522829972207546, '20-29': 56.736284494400024, '30-39': 39.8451566696167, '40-49': 2.548840269446373, '50-59': 0.014268730592448264, '60-69': 0.0001282460516449646, '70+': 1.8329940232320041e-06}","{'male': 0.003949330493924208, 'female': 99.99604821205139}","{'white': 99.64876174926758, 'black': 4.592118614255014e-05, 'latino hispanic': 0.19685530569404364, 'asian': 0.001343146141152829, 'indian': 0.0025177148927468807, 'middle eastern': 0.1504673040471971}",,
33,40-49,male,white,150.62536307010183,36.7431640625
33,"{'0-2': 0.0018832397472579032, '3-9': 0.0042209980165353045, '10-19': 0.2803686074912548, '20-29': 9.080719947814941, '30-39': 32.0671409368515, '40-49': 39.00207579135895, '50-59': 16.64939969778061, '60-69': 2.6280200108885765, '70+': 0.28617915231734514}","{'male': 84.90598797798157, 'female': 15.094013512134552}","{'white': 99.94223117828369, 'black': 1.0163991248646198e-05, 'latino hispanic': 0.0012749863344652113, 'asian': 0.00037413333302538376, 'indian': 0.00012527594890343607, 'middle eastern': 0.055982416961342096}",,
34,30-39,male,white,148.33745312630927,39.73274230957031
34,"{'0-2': 4.8451930467763304e-06, '3-9': 0.0002788896608763025, '10-19': 0.1495617558248341, '20-29': 33.239227533340454, '30-39': 63.65754008293152, '40-49': 2.9478520154953003, '50-59': 0.00550989898329135, '60-69': 1.8503808973946434e-05, '70+': 1.0004413963926595e-07}","{'male': 99.9998390674591, 'female': 0.00016413033563367208}","{'white': 86.05809807777405, 'black': 3.7022843457634735e-05, 'latino hispanic': 0.898496899753809, 'asian': 0.010632660269038752, 'indian': 0.04787333600688726, 'middle eastern': 12.984852492809296}",,
35,20-29,female,white,84.48076704197234,52.22969055175781
35,"{'0-2': 2.0077619566905014e-06, '3-9': 0.0007195659691205947, '10-19': 1.053265854716301, '20-29': 79.01784181594849, '30-39': 19.57460641860962, '40-49': 0.3518003970384598, '50-59': 0.0017418920833733864, '60-69': 2.3487525879772875e-05, '70+': 3.1632485519850206e-07}","{'male': 0.009948455408448353, 'female': 99.99005198478699}","{'white': 98.75872135162354, 'black': 3.926320175651199e-05, 'latino hispanic': 0.0912412186153233, 'asian': 0.0021968256987747736, 'indian': 0.0038165853766258806, 'middle eastern': 1.1439895257353783}",,
36,20-29,female,white,67.67569726275453,59.09271240234375
