Image_No,age,gender,race,center_dist,space
29,"{'0-2': 1.6661290658248618e-05, '3-9': 0.17957454547286034, '10-19': 43.64183247089386, '20-29': 55.784672498703, '30-39': 0.3927998710423708, '40-49': 0.0011037943295377772, '50-59': 1.304185826001003e-06, '60-69': 3.28194221799194e-08, '70+': 2.147526427520585e-09}","{'male': 0.12871825601905584, 'female': 99.87128376960754}","{'white': 99.6999979019165, 'black': 0.00014393065157491947, 'latino hispanic': 0.08333536679856479, 'asian': 0.00010019371075031813, 'indian': 0.0009426888937014155, 'middle eastern': 0.2154790796339512}",,
30,20-29,female,latino hispanic,23.60084744241189,92.61322021484375
30,"{'0-2': 1.0550211815285593e-07, '3-9': 0.00026171214813075494, '10-19': 2.812992036342621, '20-29': 92.50979423522949, '30-39': 4.66575063765049, '40-49': 0.011198750144103542, '50-59': 8.851281307897807e-06, '60-69': 8.799090900346584e-08, '70+': 7.33413503539726e-10}","{'male': 0.00043709737838071305, 'female': 99.99955892562866}","{'white': 26.334747672080994, 'black': 0.19437642768025398, 'latino hispanic': 48.576802015304565, 'asian': 0.10730801150202751, 'indian': 5.398453772068024, 'middle eastern': 19.388318061828613}",,
31,20-29,female,black,40.22437072223754,88.70792388916016
31,"{'0-2': 7.780346322761034e-06, '3-9': 0.08164117462001741, '10-19': 42.302531003952026, '20-29': 56.87425136566162, '30-39': 0.7403706200420856, '40-49': 0.0011935640031879302, '50-59': 1.444698138897138e-06, '60-69': 1.49412121563941e-08, '70+': 5.514898000075208e-10}","{'male': 0.0028844200642197393, 'female': 99.99711513519287}","{'white': 0.00013756637144979322, 'black': 99.93776679039001, 'latino hispanic': 0.006668957939837128, 'asian': 0.0020194269382045604, 'indian': 0.05339715862646699, 'middle eastern': 1.3582760516328563e-05}",,
32,20-29,male,black,69.33974329343886,80.303955078125
32,"{'0-2': 0.0020528683307929896, '3-9': 0.5031975917518139, '10-19': 29.69348430633545, '20-29': 46.1307168006897, '30-39': 17.604340612888336, '40-49': 4.539725556969643, '50-59': 0.9375439025461674, '60-69': 0.5033694673329592, '70+': 0.08556849206797779}","{'male': 90.85391163825989, 'female': 9.14609506726265}","{'white': 0.674215005710721, 'black': 30.055958032608032, 'latino hispanic': 22.81193882226944, 'asian': 15.474134683609009, 'indian': 12.854591012001038, 'middle eastern': 18.12915802001953}",,
33,20-29,female,black,20.808652046684813,93.09196472167969
33,"{'0-2': 6.907320937443728e-06, '3-9': 0.006175744056235999, '10-19': 5.650293081998825, '20-29': 80.55493831634521, '30-39': 13.697901368141174, '40-49': 0.09035597904585302, '50-59': 0.0003272979711255175, '60-69': 8.127050143968972e-07, '70+': 1.0049241994103397e-08}","{'male': 0.0017973954527406022, 'female': 99.99820590019226}","{'white': 3.087873210461112e-05, 'black': 99.99763369560242, 'latino hispanic': 0.0014819725038250908, 'asian': 0.0001106048785004532, 'indian': 0.0007322531018871814, 'middle eastern': 4.210683002270343e-06}",,
34,20-29,female,latino hispanic,25.709920264364882,73.72760772705078
34,"{'0-2': 2.6389779250735046e-07, '3-9': 0.0011092459317296743, '10-19': 6.668808311223984, '20-29': 90.80036282539368, '30-39': 2.5260718539357185, '40-49': 0.0036433688364923, '50-59': 3.2239753977592045e-06, '60-69': 3.691388028581599e-08, '70+': 2.452518873749532e-10}","{'male': 0.006861038855277002, 'female': 99.99313354492188}","{'white': 3.9060980081558228, 'black': 1.0503715835511684, 'latino hispanic': 81.01901412010193, 'asian': 0.15123423654586077, 'indian': 13.265085220336914, 'middle eastern': 0.6081949919462204}",,
35,20-29,female,white,22.0,94.57845687866211
