Image_No,age,gender,race,center_dist,space
10,"{'0-2': 0.0002668931301741395, '3-9': 0.206292187795043, '10-19': 17.0767679810524, '20-29': 78.62513661384583, '30-39': 4.064452648162842, '40-49': 0.02704939106479287, '50-59': 3.388935567727458e-05, '60-69': 1.0062594313353657e-06, '70+': 1.1231320040661075e-08}","{'male': 99.98905658721924, 'female': 0.010945628309855238}","{'white': 0.27836067602038383, 'black': 0.004090183938387781, 'latino hispanic': 6.111041456460953, 'asian': 0.05347392871044576, 'indian': 92.84475445747375, 'middle eastern': 0.708282133564353}",,
11,20-29,male,indian,65.00769185258002,86.93923950195312
11,"{'0-2': 5.162752358955913e-05, '3-9': 0.012197958130855113, '10-19': 2.5100991129875183, '20-29': 85.788494348526, '30-39': 11.618292331695557, '40-49': 0.07078928756527603, '50-59': 7.470039804502449e-05, '60-69': 1.8002804580419252e-06, '70+': 2.550484823338195e-08}","{'male': 99.99880194664001, 'female': 0.0011969297702307813}","{'white': 3.894561529159546, 'black': 0.07145014242269099, 'latino hispanic': 37.43743300437927, 'asian': 0.07647015154361725, 'indian': 54.21280860900879, 'middle eastern': 4.307277873158455}",,
12,20-29,male,indian,8.0,93.56088638305664
12,"{'0-2': 9.3078135421365e-06, '3-9': 0.014632004604209214, '10-19': 2.4955257773399353, '20-29': 93.63813996315002, '30-39': 3.843466565012932, '40-49': 0.008221259486163035, '50-59': 2.6208491377133214e-06, '60-69': 4.109042550659581e-08, '70+': 5.571157250805481e-10}","{'male': 99.99865293502808, 'female': 0.0013430588296614587}","{'white': 1.7269914969801903, 'black': 0.002244564166176133, 'latino hispanic': 4.697488248348236, 'asian': 0.0037308840546756983, 'indian': 77.35439538955688, 'middle eastern': 16.215147078037262}",,
13,20-29,female,indian,16.278820596099706,91.75643920898438
13,"{'0-2': 1.1824988765951616e-07, '3-9': 0.02217041765106842, '10-19': 21.808744966983795, '20-29': 77.99047827720642, '30-39': 0.1785298460163176, '40-49': 8.143485388245608e-05, '50-59': 2.317952080277408e-08, '60-69': 7.222074934615241e-10, '70+': 6.184682892771201e-12}","{'male': 0.00129466907310416, 'female': 99.99870657920837}","{'white': 0.6051229313015938, 'black': 0.003456351623754017, 'latino hispanic': 7.929513603448868, 'asian': 5.688633769750595, 'indian': 85.34443378448486, 'middle eastern': 0.42883832938969135}",,
14,10-19,female,indian,29.27456233660889,73.66218566894531
14,"{'0-2': 3.523545899497549e-06, '3-9': 0.4594305995851755, '10-19': 55.891358852386475, '20-29': 43.561139702796936, '30-39': 0.088004011195153, '40-49': 6.282912750066316e-05, '50-59': 3.600714726381682e-08, '60-69': 2.0300596273448157e-09, '70+': 5.035420322895001e-11}","{'male': 0.09348538587801158, 'female': 99.9065101146698}","{'white': 1.3143213465809822, 'black': 0.10583199327811599, 'latino hispanic': 9.142538905143738, 'asian': 0.47382237389683723, 'indian': 78.73985171318054, 'middle eastern': 10.223628580570221}",,
15,20-29,male,asian,33.54101966249685,81.13393783569336
15,"{'0-2': 1.245861227516798e-05, '3-9': 0.0008120287020574324, '10-19': 0.7758265361189842, '20-29': 58.60731601715088, '30-39': 39.375269412994385, '40-49': 1.23190525919199, '50-59': 0.008270752732641995, '60-69': 0.0005855942163179861, '70+': 7.58418892132795e-06}","{'male': 99.97839331626892, 'female': 0.021608246606774628}","{'white': 0.03899055591318756, 'black': 0.0005538430286833318, 'latino hispanic': 0.08188989013433456, 'asian': 99.86951947212219, 'indian': 0.006717612995998934, 'middle eastern': 0.0023295842765946873}",,
16,10-19,male,asian,17.029386365926403,95.80860137939453
16,"{'0-2': 0.045003590639680624, '3-9': 5.524998903274536, '10-19': 49.42689538002014, '20-29': 35.624706745147705, '30-39': 7.199897617101669, '40-49': 1.6848448663949966, '50-59': 0.2575647318735719, '60-69': 0.1966940937563777, '70+': 0.03939020971301943}","{'male': 91.57718420028687, 'female': 8.422815799713135}","{'white': 13.417831063270569, 'black': 0.6567159201949835, 'latino hispanic': 20.07586658000946, 'asian': 42.29217171669006, 'indian': 2.413976937532425, 'middle eastern': 21.143437922000885}",,
17,10-19,female,indian,109.29318368498558,74.25727844238281
17,"{'0-2': 8.9067931696718e-06, '3-9': 1.7957907170057297, '10-19': 84.5611035823822, '20-29': 13.595347106456757, '30-39': 0.04765912890434265, '40-49': 9.45101191973663e-05, '50-59': 6.814065978133499e-08, '60-69': 3.8672998831090766e-09, '70+': 7.614681454826133e-11}","{'male': 0.026276198332197964, 'female': 99.97372627258301}","{'white': 0.007025808736216277, 'black': 0.000805931085778866, 'latino hispanic': 0.17734087305143476, 'asian': 0.0002752808768491377, 'indian': 99.6762216091156, 'middle eastern': 0.13833286939188838}",,
18,20-29,female,indian,19.6468827043885,87.92953491210938
18,"{'0-2': 3.749334709368668e-06, '3-9': 0.2670357469469309, '10-19': 32.875800132751465, '20-29': 66.43863320350647, '30-39': 0.41790963150560856, '40-49': 0.0006177105660754023, '50-59': 3.2257494453347135e-07, '60-69': 1.2573772578683418e-08, '70+': 1.9543047735659513e-10}","{'male': 0.003622391159296967, 'female': 99.99637603759766}","{'white': 0.01043191077769734, 'black': 0.0009076315109268762, 'latino hispanic': 0.2779825823381543, 'asian': 0.0057413853937759995, 'indian': 99.67884421348572, 'middle eastern': 0.026092201005667448}",,
19,20-29,male,indian,31.38470965295043,63.488006591796875
19,"{'0-2': 4.015310821614548e-05, '3-9': 0.013794026745017618, '10-19': 2.06637866795063, '20-29': 83.65017175674438, '30-39': 14.114667475223541, '40-49': 0.15471749939024448, '50-59': 0.00022274500679486664, '60-69': 4.751701254690488e-06, '70+': 6.165558064097354e-08}","{'male': 99.98787045478821, 'female': 0.012129719834774733}","{'white': 0.006688151916023344, 'black': 0.009992645937018096, 'latino hispanic': 0.3367717145010829, 'asian': 0.00527978663740214, 'indian': 99.59144592285156, 'middle eastern': 0.04982943646609783}",,
20,20-29,female,asian,42.755116652863904,72.95608520507812
20,"{'0-2': 4.0384346533528515e-06, '3-9': 0.048849330050870776, '10-19': 27.407804131507874, '20-29': 72.36685156822205, '30-39': 0.17633101670071483, '40-49': 0.00016194068166441866, '50-59': 7.785845301810923e-08, '60-69': 4.390308255830533e-09, '70+': 8.467028076927785e-11}","{'male': 0.00811140489531681, 'female': 99.99189376831055}","{'white': 0.13873648131266236, 'black': 0.007842852937756106, 'latino hispanic': 1.3914578594267368, 'asian': 94.09101605415344, 'indian': 4.317266494035721, 'middle eastern': 0.05368398269638419}",,
21,20-29,female,asian,21.470910553583888,53.18336486816406
21,"{'0-2': 5.427862959095364e-06, '3-9': 0.20024890545755625, '10-19': 39.01439309120178, '20-29': 60.57129502296448, '30-39': 0.21386591251939535, '40-49': 0.0001922898945849738, '50-59': 1.1217142770192368e-07, '60-69': 5.849280088066067e-09, '70+': 8.260127607948031e-11}","{'male': 0.01792017719708383, 'female': 99.98207688331604}","{'white': 2.649105340242386, 'black': 0.01503465318819508, 'latino hispanic': 26.212406158447266, 'asian': 55.77755570411682, 'indian': 14.208325743675232, 'middle eastern': 1.1375774629414082}",,
22,10-19,female,indian,281.6842203603177,32.85980224609375
22,"{'0-2': 1.6904719846166927e-07, '3-9': 0.2300887368619442, '10-19': 77.632737159729, '20-29': 22.10756540298462, '30-39': 0.029589844052679837, '40-49': 1.7588509138022346e-05, '50-59': 4.028257935551061e-09, '60-69': 1.7356798507131566e-10, '70+': 2.0075051850357815e-12}","{'male': 0.0002557198968133889, 'female': 99.99974370002747}","{'white': 0.014641669986303896, 'black': 0.0008181863449863158, 'latino hispanic': 0.8862052112817764, 'asian': 0.012310552119743079, 'indian': 99.02318120002747, 'middle eastern': 0.0628401932772249}",,
23,10-19,female,indian,13.892443989449806,92.32397079467773
23,"{'0-2': 0.00010146907243324677, '3-9': 4.545075073838234, '10-19': 66.40111804008484, '20-29': 28.931474685668945, '30-39': 0.12208243133500218, '40-49': 0.00015410506648549926, '50-59': 2.328653936345404e-07, '60-69': 1.6486106924062938e-08, '70+': 5.013228547567916e-10}","{'male': 0.06294271443039179, 'female': 99.93706345558167}","{'white': 0.23297446314245462, 'black': 0.0785193988122046, 'latino hispanic': 3.949277475476265, 'asian': 18.44404935836792, 'indian': 77.15576887130737, 'middle eastern': 0.13940391363576055}",,
24,20-29,male,indian,2.23606797749979,96.00353240966797
24,"{'0-2': 0.00011381914646335645, '3-9': 0.039887180901132524, '10-19': 1.762957125902176, '20-29': 58.434516191482544, '30-39': 38.96391689777374, '40-49': 0.7980778813362122, '50-59': 0.0005162077286513522, '60-69': 5.930478508275883e-06, '70+': 5.8155003035409436e-08}","{'male': 99.97363686561584, 'female': 0.026365433586761355}","{'white': 0.015354693459812552, 'black': 0.015765467833261937, 'latino hispanic': 0.24541174061596394, 'asian': 8.183622526303225e-05, 'indian': 99.56415891647339, 'middle eastern': 0.15922464663162827}",,
25,20-29,female,indian,131.00381673829202,73.48899841308594
25,"{'0-2': 3.036617712837142e-06, '3-9': 0.07550561567768455, '10-19': 10.943199694156647, '20-29': 86.84933185577393, '30-39': 2.127108722925186, '40-49': 0.00485130658489652, '50-59': 6.611610103846033e-06, '60-69': 1.1619006867746862e-07, '70+': 1.0940713612850317e-09}","{'male': 0.0021743211618741043, 'female': 99.99783039093018}","{'white': 0.013482508074957877, 'black': 0.0005748355761170387, 'latino hispanic': 0.21143206395208836, 'asian': 0.00039850342545832973, 'indian': 99.56409931182861, 'middle eastern': 0.2100156620144844}",,
26,20-29,female,indian,35.05709628591621,80.32455444335938
26,"{'0-2': 1.7085937109584393e-07, '3-9': 0.03730468451976776, '10-19': 37.41484582424164, '20-29': 62.35543489456177, '30-39': 0.19228527089580894, '40-49': 0.00013346252671908587, '50-59': 3.7732614255325814e-08, '60-69': 8.417241730007685e-10, '70+': 1.3043480683559705e-11}","{'male': 0.0012243209312146064, 'female': 99.99877214431763}","{'white': 0.31427463982254267, 'black': 0.49363416619598866, 'latino hispanic': 14.220552146434784, 'asian': 0.13256644597277045, 'indian': 84.5765471458435, 'middle eastern': 0.2624314511194825}",,
27,20-29,female,asian,18.35755975068582,76.46465301513672
27,"{'0-2': 5.809250325228277e-06, '3-9': 0.039361880044452846, '10-19': 18.327048420906067, '20-29': 81.08450770378113, '30-39': 0.5479807499796152, '40-49': 0.0010965119145112112, '50-59': 1.4957597826992242e-06, '60-69': 8.286917818622896e-08, '70+': 1.435484890677241e-09}","{'male': 0.014947258750908077, 'female': 99.98505115509033}","{'white': 0.1389342825859785, 'black': 0.00010884564289881382, 'latino hispanic': 0.20890531595796347, 'asian': 99.63100552558899, 'indian': 0.01645742158871144, 'middle eastern': 0.004587632793118246}",,
28,10-19,female,indian,16.1245154965971,76.92432403564453
