Image_No,age,gender,race,center_dist,space
22,"{'0-2': 1.1605351231992245, '3-9': 7.33937993645668, '10-19': 6.782551109790802, '20-29': 31.462770700454712, '30-39': 30.36727011203766, '40-49': 15.301257371902466, '50-59': 4.615494981408119, '60-69': 2.062961272895336, '70+': 0.9077828377485275}","{'male': 96.85757160186768, 'female': 3.1424295157194138}","{'white': 10.296891629695892, 'black': 25.226035714149475, 'latino hispanic': 23.316127061843872, 'asian': 37.569499015808105, 'indian': 0.832974910736084, 'middle eastern': 2.7584733441472054}",,
23,20-29,female,indian,259.2778432492835,47.77679443359375
23,"{'0-2': 3.3199858417987116e-07, '3-9': 0.10259724222123623, '10-19': 35.8703076839447, '20-29': 63.8660192489624, '30-39': 0.16097190091386437, '40-49': 0.00010007416904045385, '50-59': 4.593732061408673e-08, '60-69': 1.1517701722918439e-09, '70+': 1.633678001905503e-11}","{'male': 0.0006977547855058219, 'female': 99.99930262565613}","{'white': 1.923736184835434, 'black': 0.005356566543923691, 'latino hispanic': 16.07525944709778, 'asian': 0.01869483821792528, 'indian': 81.27051591873169, 'middle eastern': 0.7064374629408121}",,
24,20-29,male,white,227.14092541856036,54.40034866333008
24,"{'0-2': 4.057411473468164e-06, '3-9': 0.002969401248265058, '10-19': 1.1238851584494114, '20-29': 96.16923332214355, '30-39': 2.700604870915413, '40-49': 0.0033067059121094644, '50-59': 1.0356650648191135e-06, '60-69': 2.014278743800446e-08, '70+': 3.6240906109430426e-10}","{'male': 99.9995470046997, 'female': 0.0004511566203291295}","{'white': 66.60280227661133, 'black': 0.008424550469499081, 'latino hispanic': 5.027761682868004, 'asian': 0.002418412441329565, 'indian': 1.2820596806704998, 'middle eastern': 27.07653045654297}",,
25,20-29,female,indian,253.5527558517162,37.835121154785156
25,"{'0-2': 8.48343901793669e-06, '3-9': 0.2846159040927887, '10-19': 26.819810271263123, '20-29': 72.59531021118164, '30-39': 0.2998868003487587, '40-49': 0.0003685396450237022, '50-59': 2.1319532805819108e-07, '60-69': 9.58157789221481e-09, '70+': 2.7132384880501625e-10}","{'male': 0.04402374324854463, 'female': 99.9559760093689}","{'white': 1.6021858900785446, 'black': 0.007960382936289534, 'latino hispanic': 4.003328830003738, 'asian': 0.18699306529015303, 'indian': 57.31636881828308, 'middle eastern': 36.8831604719162}",,
26,10-19,female,asian,265.75364531836624,45.98255157470703
26,"{'0-2': 0.008288727985927835, '3-9': 14.153750240802765, '10-19': 63.11497688293457, '20-29': 22.69376963376999, '30-39': 0.029111173353157938, '40-49': 0.0001066052277565177, '50-59': 2.0408519318948493e-07, '60-69': 4.52790749339016e-08, '70+': 2.461959976163275e-09}","{'male': 0.023616524413228035, 'female': 99.97638463973999}","{'white': 0.1258139032870531, 'black': 2.310363669266735e-05, 'latino hispanic': 0.07758373976685107, 'asian': 99.76391792297363, 'indian': 0.02474565408192575, 'middle eastern': 0.007910406566224992}",,
27,30-39,male,white,216.23135757794242,56.45751953125
27,"{'0-2': 6.514798656098719e-05, '3-9': 0.0012413960575941019, '10-19': 0.13948810519650578, '20-29': 23.385484516620636, '30-39': 63.661909103393555, '40-49': 12.704376876354218, '50-59': 0.1068888115696609, '60-69': 0.0005257870725472458, '70+': 1.838740502080327e-05}","{'male': 99.98538494110107, 'female': 0.014617913984693587}","{'white': 99.85247254371643, 'black': 4.704001241861988e-05, 'latino hispanic': 0.03560652839951217, 'asian': 0.00025706938231451204, 'indian': 0.00815965686342679, 'middle eastern': 0.10345022892579436}",,
28,10-19,female,indian,216.37467504308353,51.833152770996094
28,"{'0-2': 1.0816560092052896e-06, '3-9': 0.5380262155085802, '10-19': 55.178672075271606, '20-29': 44.23231780529022, '30-39': 0.050934182945638895, '40-49': 4.711949941338389e-05, '50-59': 1.179106257076512e-08, '60-69': 4.979594427773071e-10, '70+': 1.2920090344814561e-11}","{'male': 0.001429137682862347, 'female': 99.99856948852539}","{'white': 1.6897078603506088, 'black': 0.0015171320228546392, 'latino hispanic': 7.991646230220795, 'asian': 0.03879668947774917, 'indian': 68.3902382850647, 'middle eastern': 21.88809961080551}",,
29,20-29,male,indian,224.2231031807383,55.137062072753906
29,"{'0-2': 8.120538552702783e-06, '3-9': 0.01051010622177273, '10-19': 2.723102457821369, '20-29': 91.12927317619324, '30-39': 6.1142899096012115, '40-49': 0.02281038323417306, '50-59': 8.300506948444308e-06, '60-69': 2.1661603621936365e-07, '70+': 2.530788079102564e-09}","{'male': 99.97116327285767, 'female': 0.028833126998506486}","{'white': 0.23974033538252115, 'black': 0.0024115284759318456, 'latino hispanic': 2.834184095263481, 'asian': 0.003341560295666568, 'indian': 95.90994715690613, 'middle eastern': 1.0103804990649223}",,
30,20-29,male,indian,252.57276179350777,48.33984375
30,"{'0-2': 8.574115213377809e-05, '3-9': 0.002741242315096315, '10-19': 0.23384210653603077, '20-29': 54.73429560661316, '30-39': 43.459320068359375, '40-49': 1.5654506161808968, '50-59': 0.004178889139438979, '60-69': 8.111401825772191e-05, '70+': 1.8425570402769154e-06}","{'male': 99.99457597732544, 'female': 0.0054197262215893716}","{'white': 3.649778291583061, 'black': 0.03941702307201922, 'latino hispanic': 12.416710704565048, 'asian': 0.015696317132096738, 'indian': 69.03510093688965, 'middle eastern': 14.843295514583588}",,
31,20-29,female,indian,187.54199529705338,60.25199890136719
31,"{'0-2': 4.889144089581521e-08, '3-9': 0.02390812587691471, '10-19': 43.49527060985565, '20-29': 56.35882019996643, '30-39': 0.12188765686005354, '40-49': 0.00010544118822508608, '50-59': 2.150123135091775e-08, '60-69': 6.56772856585941e-10, '70+': 1.1460155198948774e-11}","{'male': 0.01733991812216118, 'female': 99.98266100883484}","{'white': 0.8373060263693333, 'black': 0.0006347388080030214, 'latino hispanic': 2.492346614599228, 'asian': 0.006085107088438235, 'indian': 64.93865251541138, 'middle eastern': 31.724974513053894}",,
32,10-19,female,black,146.84004903295286,66.12586975097656
32,"{'0-2': 0.0009285590749641415, '3-9': 1.4013656415045261, '10-19': 59.40854549407959, '20-29': 38.426005840301514, '30-39': 0.7588129956275225, '40-49': 0.004335298217483796, '50-59': 1.0216161427933912e-05, '60-69': 2.3080557465249285e-07, '70+': 2.8285829234420135e-08}","{'male': 0.3273141570389271, 'female': 99.67268109321594}","{'white': 0.015218053886201233, 'black': 99.87996220588684, 'latino hispanic': 0.06357530364766717, 'asian': 0.013347566709853709, 'indian': 0.0171270381542854, 'middle eastern': 0.010773737449198961}",,
33,30-39,male,white,223.08742680841522,54.30030822753906
33,"{'0-2': 0.00011456011179689085, '3-9': 0.0013789401236863341, '10-19': 0.06932210526429117, '20-29': 22.71862030029297, '30-39': 70.56606411933899, '40-49': 6.568640470504761, '50-59': 0.0752507010474801, '60-69': 0.00055673021961411, '70+': 5.5442882285205997e-05}","{'male': 99.95397925376892, 'female': 0.046018362627364695}","{'white': 99.99366402626038, 'black': 0.0008326554052473512, 'latino hispanic': 0.0009452605809201486, 'asian': 2.5534234282531543e-05, 'indian': 0.0010399247003078926, 'middle eastern': 0.0034812663216143847}",,
34,20-29,female,asian,253.8523192724463,42.037105560302734
34,"{'0-2': 9.64230029154578e-07, '3-9': 0.04058324848301709, '10-19': 23.1466144323349, '20-29': 76.61839127540588, '30-39': 0.19419591408222914, '40-49': 0.00021889452455070568, '50-59': 5.887222931377778e-08, '60-69': 2.0728340918707566e-09, '70+': 2.0497340803837805e-11}","{'male': 0.00010056647852252354, 'female': 99.99990463256836}","{'white': 4.7984883189201355, 'black': 0.0010830020983121358, 'latino hispanic': 20.1143816113472, 'asian': 67.75221824645996, 'indian': 5.943606421351433, 'middle eastern': 1.3902202248573303}",,
35,20-29,male,indian,206.00970850908945,59.337615966796875
35,"{'0-2': 3.711467044809069e-06, '3-9': 0.0004747679668071214, '10-19': 0.3436915809288621, '20-29': 72.27879166603088, '30-39': 26.888489723205566, '40-49': 0.48789880238473415, '50-59': 0.0006345455858536297, '60-69': 8.699672093825939e-06, '70+': 1.057631315859453e-07}","{'male': 99.99134540557861, 'female': 0.008652736869407818}","{'white': 0.38423368241637945, 'black': 0.0015968040315783583, 'latino hispanic': 3.4306883811950684, 'asian': 0.0018135198843083344, 'indian': 91.5626585483551, 'middle eastern': 4.619008302688599}",,
36,20-29,male,middle eastern,206.02184350209083,58.698463439941406
36,"{'0-2': 1.660322368479683e-06, '3-9': 0.0011148500561830588, '10-19': 2.028092183172703, '20-29': 94.49102878570557, '30-39': 3.4694653004407883, '40-49': 0.010287303302902728, '50-59': 6.218498072030343e-06, '60-69': 1.6673653568943791e-07, '70+': 2.5542686021839955e-09}","{'male': 99.99275803565979, 'female': 0.007241039565997198}","{'white': 2.4459734559059143, 'black': 0.003272392859798856, 'latino hispanic': 6.892217695713043, 'asian': 0.010134480544365942, 'indian': 28.381821513175964, 'middle eastern': 62.26658225059509}",,
37,20-29,female,middle eastern,237.41314201197875,51.947784423828125
37,"{'0-2': 1.7102761873388772e-06, '3-9': 0.03276231582276523, '10-19': 16.503876447677612, '20-29': 82.66206979751587, '30-39': 0.7989193312823772, '40-49': 0.002359915197303053, '50-59': 1.8557527070584001e-06, '60-69': 8.287309727350589e-08, '70+': 2.7014035106076584e-09}","{'male': 0.0024731965822866186, 'female': 99.99752640724182}","{'white': 0.4464211408048868, 'black': 0.002412258618278429, 'latino hispanic': 0.776224909350276, 'asian': 0.5956981796771288, 'indian': 6.903164088726044, 'middle eastern': 91.27607941627502}",,
38,20-29,female,indian,202.41788458533003,58.61921310424805
38,"{'0-2': 4.2919381937345236e-08, '3-9': 0.003827091131825, '10-19': 8.294413983821869, '20-29': 90.97390174865723, '30-39': 0.7273493334650993, '40-49': 0.0005070363386039389, '50-59': 2.2816855071994269e-07, '60-69': 2.6293340768535067e-09, '70+': 2.339432087720278e-11}","{'male': 0.0005168126335775014, 'female': 99.99948143959045}","{'white': 0.13249440817162395, 'black': 0.0004277327661839081, 'latino hispanic': 1.2500884011387825, 'asian': 0.009142063208855689, 'indian': 97.23397493362427, 'middle eastern': 1.3738714158535004}",,
39,60-69,male,latino hispanic,167.0269439342048,66.14627838134766
39,"{'0-2': 0.0033075561077566817, '3-9': 0.003000434116984252, '10-19': 0.02128779888153076, '20-29': 0.009239083738066256, '30-39': 0.017115565424319357, '40-49': 0.31351258512586355, '50-59': 15.693934261798859, '60-69': 80.24258613586426, '70+': 3.6960169672966003}","{'male': 99.98458623886108, 'female': 0.015419030387420207}","{'white': 12.33440786600113, 'black': 0.5452162120491266, 'latino hispanic': 51.5336811542511, 'asian': 1.755627803504467, 'indian': 24.18709397315979, 'middle eastern': 9.643973410129547}",,
40,10-19,female,indian,194.28329830430613,56.572723388671875
40,"{'0-2': 1.2098298896034976e-05, '3-9': 7.863397896289825, '10-19': 91.58945083618164, '20-29': 0.5466275382786989, '30-39': 0.0005160974524187623, '40-49': 9.281471591293666e-07, '50-59': 1.000890429564416e-09, '60-69': 1.394158985305871e-10, '70+': 3.2191172064143306e-12}","{'male': 1.014992780983448, 'female': 98.9850103855133}","{'white': 0.032398285111412406, 'black': 0.10510156862437725, 'latino hispanic': 3.0670974403619766, 'asian': 0.2200232120230794, 'indian': 96.07070684432983, 'middle eastern': 0.5046713165938854}",,
41,20-29,male,indian,237.35627229968034,52.33726501464844
41,"{'0-2': 5.151480308995815e-05, '3-9': 0.010645836300682276, '10-19': 1.2567986734211445, '20-29': 86.935555934906, '30-39': 11.731499433517456, '40-49': 0.06540622562170029, '50-59': 4.30695763498079e-05, '60-69': 1.0417554818786812e-06, '70+': 1.5308330991725683e-08}","{'male': 99.99771118164062, 'female': 0.002288912219228223}","{'white': 0.3858048003166914, 'black': 0.008960036211647093, 'latino hispanic': 5.484088510274887, 'asian': 0.1014591078273952, 'indian': 92.89190769195557, 'middle eastern': 1.127779483795166}",,
42,20-29,male,indian,238.83885781003056,50.977134704589844
42,"{'0-2': 4.233199604186666e-05, '3-9': 0.023800456256140023, '10-19': 1.4347799122333527, '20-29': 88.7769341468811, '30-39': 9.73728895187378, '40-49': 0.027135253185406327, '50-59': 1.538166145564901e-05, '60-69': 2.831155532234675e-07, '70+': 5.723379062350098e-09}","{'male': 99.9955952167511, 'female': 0.004401644036988728}","{'white': 7.885057479143143, 'black': 0.03377756802365184, 'latino hispanic': 10.178175568580627, 'asian': 0.013842966291122139, 'indian': 61.89506649971008, 'middle eastern': 19.994080066680908}",,
43,10-19,female,black,276.32227561309634,43.30101013183594
43,"{'0-2': 0.00014266789776229416, '3-9': 3.645012527704239, '10-19': 81.59525394439697, '20-29': 14.694206416606903, '30-39': 0.06528431549668312, '40-49': 0.0001027289158628264, '50-59': 1.6828640703181463e-07, '60-69': 5.022033830459627e-09, '70+': 2.2572755296879077e-10}","{'male': 0.11921009281650186, 'female': 99.88079071044922}","{'white': 0.007140504021663219, 'black': 94.73599195480347, 'latino hispanic': 0.35847804974764585, 'asian': 0.020055720233358443, 'indian': 4.875420033931732, 'middle eastern': 0.002910663533839397}",,
44,20-29,female,white,220.19309707617995,53.21617126464844
44,"{'0-2': 5.234856548241851e-07, '3-9': 0.002157130802515894, '10-19': 5.841230973601341, '20-29': 92.73632168769836, '30-39': 1.4189643785357475, '40-49': 0.0013168038094590884, '50-59': 1.1650799436324633e-06, '60-69': 3.347974675271814e-08, '70+': 6.309977713947479e-10}","{'male': 0.00734262794139795, 'female': 99.99265670776367}","{'white': 96.385258436203, 'black': 0.001406451156071853, 'latino hispanic': 1.3584417290985584, 'asian': 0.03753674973268062, 'indian': 0.23873401805758476, 'middle eastern': 1.9786212593317032}",,
45,20-29,male,indian,243.34748817277733,50.9124755859375
45,"{'0-2': 8.784679721429711e-05, '3-9': 0.07805323111824691, '10-19': 30.641189217567444, '20-29': 66.05775356292725, '30-39': 3.1664181500673294, '40-49': 0.05584766040556133, '50-59': 0.0005963799139863113, '60-69': 4.858653142036928e-05, '70+': 1.6544383640848537e-06}","{'male': 99.75721836090088, 'female': 0.24278576020151377}","{'white': 4.095266759395599, 'black': 0.2782527357339859, 'latino hispanic': 11.516804993152618, 'asian': 0.03679258225020021, 'indian': 58.31589698791504, 'middle eastern': 25.75698494911194}",,
46,20-29,male,asian,165.04847772699995,65.88001251220703
